Unnamed: 0,Type,Loudspeaker,SAR,NFC,256GB 12GB RAM,Features_1,3.5mm jack,Dimensions,Clock,Resolution,256GB 6GB RAM,2G bands,Video_1,Chipset,Internal,512GB 12GB RAM,Music play,SAR EU,512GB 8GB RAM,Keyboard,Alert types,CPU,Model Image,Stand-by,Sensors,Radio,Dual,Phonebook,4G bands,3G bands,_1,Talk time,Languages,64GB 4GB RAM,128GB 4GB RAM,256GB 8GB RAM,WLAN,32GB 3GB RAM,128GB 6GB RAM,Call records,Video,_2,Infrared port,GPRS,GPU,Performance,Charging,OS,Weight,EDGE,Models,Model Name,Loudspeaker_1,Talk time_1,_7,_5,Colors,Battery (old),Java,5G bands,128GB 8GB RAM,_3,Single,_8,Brand,SIM,_4,Type_1,Single_1,Card slot,Dual_1,Triple,Announced,Quad,Status,Games,Bluetooth,64GB 2GB RAM,USB,Features,Camera,Build,Alarm,_6,Technology,Price,Browser,Speed,Protection,Stand-by_1,Size,Display,Audio quality,Messaging,Positioning,Battery (new),1TB 16GB RAM,URL,Image,Network,Launch,Body,Platform,Memory,Main Camera,Selfie camera,Sound,Comms,Battery,Misc,
GSM 850 / 900 / 1800 / 1900,Super AMOLED Advanced,Yes,1.45 W/kg (head)     0.71 W/kg (body),,,,Yes,130.7 x 68.9 x 9 mm (5.15 x 2.71 x 0.35 in),,"540 x 960 pixels, 16:9 ratio (~256 ppi density)",,CDMA 800 / 1900,720p,TI OMAP 4430,8GB 1GB RAM,,,,,,,Dual-core 1.2 GHz Cortex-A9,https://fdn2.gsmarena.com/vv/bigpic/motorola-droid-razr-maxx.jpg,Up to 380 h,"Accelerometer, proximity, compass",No,,,13,CDMA2000 1xEV-DO,HSDPA 850 / 900 / 1900 / 2100,Up to 21 h 30 min,,,,,"Wi-Fi 802.11 b/g/n, DLNA, hotspot",,,,1080p@30fps,Splash resistant,,,PowerVR SGX540,,,"Android 2.3.6 (Gingerbread), upgradable to 4.1 (Jelly Bean)",145 g (5.11 oz),,,Motorola DROID RAZR MAXX,,,,,Black,Endurance rating 61h,,,,HDMI portMP3/AAC+/WAV/WMA playerMP4/H.264/WMV playerOrganizerDocument viewer/editorVoice memo/dial/commandsPredictive text input (Swype),"8 MP, AF",,Motorola,Micro-SIM,,Non-removable Li-Ion 3300 mAh battery,1.3 MP,"microSDHC (dedicated slot), 16 GB included",,,"2012, January. Released 2012, January",,Discontinued,,"4.0, A2DP, EDR, LE",,microUSB 2.0,LED flash,,,,,GSM / CDMA / HSPA / EVDO / LTE,About 260 EUR,,"EV-DO Rev.A 3.1 Mbps, LTE, HSPA",Corning Gorilla Glass,,"4.3 inches, 51.0 cm2(~56.6% screen-to-body ratio)",,,,"GPS, A-GPS, GLONASS",,,,,,,,,,,,,,,,
No,TFT,Yes,1.17 W/kg (head)     1.13 W/kg (body),,,,Yes,119.5 x 61.8 x 10.4 mm (4.70 x 2.43 x 0.41 in),,"480 x 800 pixels, 5:3 ratio (~233 ppi density)",,GSM 900 / 1800 / 1900,,Marvell PXA920H,1GB 512MB RAM,,,,,,,1.0 GHz,https://fdn2.gsmarena.com/vv/bigpic/motorola-motoluxe-mt680.jpg,Up to 180 h,"Accelerometer, proximity, compass",No,,,,TD-SCDMA,MP3/WAV/AAC+ playerMP4/H.264/WMV playerDocument viewerPhoto editorOrganizerVoice memo/dialPredictive text input,Up to 5 h,,,,,"Wi-Fi 802.11 b/g/n, hotspot",,,,480p@30fps,,,Class 10,,,,Android 2.3.7 (Gingerbread),136 g (4.80 oz),Class 10,,Motorola Motoluxe MT680,,,,,"White, Black",,,,,,"5 MP, AF",,Motorola,Mini-SIM,,Removable Li-Ion 1390 mAh battery,,microSDHC (dedicated slot),,,"2012, June. Released 2012, June",,Discontinued,,"2.1, A2DP, EDR",,microUSB 2.0,LED flash,,,,,GSM,About 100 EUR,,HSPA,,,"4.0 inches, 45.5 cm2(~61.7% screen-to-body ratio)",,,,"GPS, A-GPS",,,,,,,,,,,,,,,,
HSDPA 900 / 2100,TFT,Yes,1.29 W/kg (head)     1.27 W/kg (body),,,,Yes,116 x 63.5 x 11 mm (4.57 x 2.5 x 0.43 in),,"320 x 480 pixels, 3:2 ratio (~165 ppi density)",,GSM 850 / 900 / 1800 / 1900,,Mediatek MT6573 (65 nm),512MB 512MB RAM,,,,,,,800 MHz Cortex-A9,https://fdn2.gsmarena.com/vv/bigpic/motorola-motoluxe-xt389.jpg,Up to 260 h,"Accelerometer, proximity, compass",No,,,,HSDPA 850 / 2100,HSDPA 850 / 1900,Up to 5 h,,,,,"Wi-Fi 802.11 b/g/n, hotspot",,,,480p@30fps,Touch sensitive controls,,,PowerVR SGX531,,,Android 2.3.6 (Gingerbread),98 g (3.46 oz),,XT389,Motorola Motoluxe XT389,,,,,"White, Black",,,,,No,3.15 MP,,Motorola,Mini-SIM,MP3/WAV/WMA/AAC+ playerDivx/MP4/WMV/H.264 playerDocument viewerPhoto viewer/editorOrganizerVoice memo/dialPredictive text input,Removable Li-Ion battery,,microSDHC (dedicated slot),,,"2012, Q2. Released 2012, Q2",,Discontinued,,"4.0, A2DP, LE",,microUSB 2.0,,,,,,GSM / HSPA,About 110 EUR,,HSPA 7.2/5.76 Mbps,,,"3.5 inches, 36.5 cm2(~49.5% screen-to-body ratio)",,,,"GPS, A-GPS",,,,,,,,,,,,,,,,
HSDPA 850 / 1900,TFT,Yes,1.17 W/kg (head)     1.13 W/kg (body),,,,Yes,117.7 x 60.5 x 9.9 mm (4.63 x 2.38 x 0.39 in),,"480 x 854 pixels, 16:9 ratio (~245 ppi density)",,GSM 850 / 900 / 1800 / 1900,,Qualcomm MSM7227A-0 Snapdragon S1,1GB 512MB RAM,,,,,,,800 MHz Cortex-A5,https://fdn2.gsmarena.com/vv/bigpic/motorola-motoluxe.jpg,Up to 450 h (2G) / Up to 400 h (3G),"Accelerometer, proximity, compass","Stereo FM radio, RDS",,,,HSDPA 900 / 2100,HSDPA 850 / 2100,Up to 6 h 30 min (2G) / Up to 4 h 30 min (3G),,,,,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, DLNA, hotspot",,,,480p,Touch sensitive controlsMoto Switch UI,,,Adreno 200,,,Android 2.3.7 (Gingerbread),123.6 g (4.34 oz),,,Motorola Motoluxe,,,,,"Licorice, white",,,,,MP3/WAV/WMA/AAC+ playerDivx/MP4/WMV/H.264 playerDocument viewerPhoto viewer/editorOrganizerVoice memo/dialPredictive text input,"8 MP, AF",,Motorola,Mini-SIM,,Removable Li-Ion 1400 mAh battery,VGA,microSDHC (dedicated slot),,,"2012, January. Released 2012, March",,Discontinued,,"3.0, A2DP, EDR",,microUSB 2.0,LED flash,,,,,GSM / HSPA,About 180 EUR,,HSPA 7.2/5.76 Mbps,,,"4.0 inches, 44.1 cm2(~61.9% screen-to-body ratio)",,,,"GPS, A-GPS",,,,,,,,,,,,,,,,
Dust/water resistant,"TFT, 256K colors",Yes,1.08 W/kg (head)     1.49 W/kg (body),,,,Yes,109 x 58.5 x 13 mm (4.29 x 2.30 x 0.51 in),,"320 x 480 pixels, 3:2 ratio (~180 ppi density)",,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,Qualcomm MSM7225A-1 Snapdragon S1,512MB 512MB RAM,,,,,,,600 MHz Cortex-A5,https://fdn2.gsmarena.com/vv/bigpic/motorola-defy-mini-xt321.jpg,,"Accelerometer, proximity, compass","Stereo FM radio, RDS",,,,HSDPA 850 / 2100 - SIM 1 only,Touch sensitive controls,,,,,,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, DLNA, hotspot",,,,480p@30fps,MP3/WAV/WMA/AAC+ playerMP4/WMV/H.264 playerDocument viewerPhoto viewer/editorOrganizerVoice memo/dialPredictive text input,,,Adreno 200,,,Android 2.3.6 (Gingerbread),-,,,Motorola Defy Mini XT321,,,,,Black,,,,,,3.15 MP,,Motorola,"Dual SIM (Mini-SIM, dual stand-by)",,Removable Li-Ion 1650 mAh battery,VGA,microSDHC (dedicated slot),,,"2012, Q2. Released 2012, Q2",,Discontinued,,"2.1, EDR",,microUSB 2.0,LED flash,,,,,GSM / HSPA,About 160 EUR,,HSPA,Corning Gorilla Glass,,"3.2 inches, 30.5 cm2(~47.8% screen-to-body ratio)",,,,"GPS, A-GPS",,,,,,,,,,,,,,,,
HSDPA 850 / 1900,"TFT, 256K colors",Yes,1.08 W/kg (head)     1.49 W/kg (body),,,,Yes,109 x 58.5 x 12.6 mm (4.29 x 2.30 x 0.50 in),,"320 x 480 pixels, 3:2 ratio (~180 ppi density)",,GSM 850 / 900 / 1800 / 1900,,,512MB 512MB RAM,,,,,,,600 MHz,https://fdn2.gsmarena.com/vv/bigpic/motorola-defy-mini-xt320-ofic.jpg,Up to 504 h,"Accelerometer, proximity, compass","Stereo FM radio, RDS",,,,HSDPA 900 / 2100,HSDPA 850 / 2100,Up to 10 h,,,,,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, DLNA, hotspot",,,,Yes,Dust/water resistant,,,,,,Android 2.3.6 (Gingerbread),107 g (3.77 oz),,,Motorola Defy Mini XT320,,,,,Black,,,,,Touch sensitive controls,3.15 MP,,Motorola,Mini-SIM,MP3/WAV/WMA/AAC+ playerMP4/WMV/H.264 playerDocument viewerPhoto viewer/editorOrganizerVoice memo/dialPredictive text input,Removable Li-Ion 1650 mAh battery,VGA,microSDHC (dedicated slot),,,"2012, January. Released 2012, February",,Discontinued,,"2.1, A2DP",,microUSB 2.0,LED flash,,,,,GSM / HSPA,About 160 EUR,,HSPA,Corning Gorilla Glass,,"3.2 inches, 30.5 cm2(~47.8% screen-to-body ratio)",,,,"GPS, A-GPS",,,,,,,,,,,,,,,,
Built-in kickstand,"TFT, 256K colors",Yes,0.68 W/kg (head)     1.03 W/kg (body),,,,Yes,110 x 59.6 x 13.4 mm (4.33 x 2.35 x 0.53 in),,"320 x 480 pixels, 3:2 ratio (~180 ppi density)",,GSM 850 / 900 / 1800 / 1900,,Qualcomm MSM7227T-1 Snapdragon S1,512MB 256MB RAM,,,,,,,800 MHz,https://fdn2.gsmarena.com/vv/bigpic/motorola-xt319.jpg,Up to 200 h,"Accelerometer, proximity, compass","Stereo FM radio, RDS",,,,HSDPA 850 / 2100,Touch sensitive controls,Up to 5 h 40 min,,,,,"Wi-Fi 802.11 b/g/n, hotspot",,,,480p@30fps,MP3/WAV/WMA/AAC+ playerMP4/WMV/H.264 playerDocument viewerPhoto viewer/editorOrganizerVoice memo/dialPredictive text input,,,Adreno 200,,,Android 2.3.4 (Gingerbread),109 g (3.84 oz),,,Motorola XT319,,,,,Black,,,,,,3.15 MP,,Motorola,Mini-SIM,,Removable Li-Ion 1390 mAh battery,VGA,"microSDHC (dedicated slot), 2 GB included",,,"2011, October. Released 2011, October",,Discontinued,,"2.1, A2DP, EDR",,microUSB 2.0,,,,,,GSM / HSPA,About 130 EUR,,HSPA 7.2/0.384 Mbps,,,"3.2 inches, 30.5 cm2(~46.5% screen-to-body ratio)",,,,"GPS, A-GPS",,,,,,,,,,,,,,,,
No,"TFT, 256K colors",Yes,1.65 W/kg (head)     0.71 W/kg (body),,,,Yes,107 x 52.5 x 13.5 mm (4.21 x 2.07 x 0.53 in),,176 x 220 pixels (~141 ppi density),,GSM 900 / 1800,,,50MB,,,,,,,,https://fdn2.gsmarena.com/vv/bigpic/motorola-wx306.jpg,Up to 240 h,,"FM radio, recording",,"Yes, Photocall",,,SNS applicationsMP3/AAC playerMP4/H.263 playerCalendarCalculatorCurrency converterPredictive text input,Up to 5 h 30 min,,,,,No,,,Yes,Yes,,,Yes,,,,,-,Yes,,Motorola WX306,,,,,Black,,Yes,,,,2 MP,,Motorola,Mini-SIM,,Removable Li-Ion 910 mAh battery,,microSD (dedicated slot),,,"2011, December. Released 2011, December",,Discontinued,Yes,"2.1, A2DP",,miniUSB,,,,,,GSM,About 60 EUR,,,,,"2.0 inches, 12.6 cm2(~22.4% screen-to-body ratio)",,,"SMS, MMS, Email, IM",No,,,,,,,,,,,,,,,,
Moto Switch UI,"TFT, 256K colors",Yes,0.96 W/kg (head)     1.11 W/kg (body),,,,Yes,116.5 x 58 x 13.5 mm (4.59 x 2.28 x 0.53 in),,"240 x 320 pixels, 4:3 ratio (~143 ppi density)",,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,,,,,,QWERTY,,,https://fdn2.gsmarena.com/vv/bigpic/motorola-fire-dual-chip.jpg,Up to 260 h,"Accelerometer, proximity, compass","Stereo FM radio, RDS",,,,HSDPA 900 / 2100,No,Up to 7 h,,,,,"Wi-Fi 802.11 b/g/n, hotspot",,,,Yes,MP3/WAV/eAAC+ playerMP4/H.264 playerDocument viewerPhoto viewerOrganizerVoice memo/dialPredictive text input,,,,,,Android 2.3 (Gingerbread),110 g (3.88 oz),,,Motorola Fire,,,,,"Black, White",,,,,,3.15 MP,,Motorola,"Dual SIM (Mini-SIM, dual stand-by)",,Removable Li-Ion 1400 mAh battery,,microSDHC (dedicated slot),,,"2011, December. Released 2012, Q2",,Discontinued,,"2.1, A2DP, EDR",,microUSB 2.0,,,,,,GSM / HSPA,About 100 EUR,,HSPA,,,"2.8 inches, 24.3 cm2(~35.9% screen-to-body ratio)",,,,"GPS, A-GPS",,,,,,,,,,,,,,,,
MP3/AAC+/WAV/WMA playerMP4/H.264/WMV playerOrganizerDocument viewer/editorVoice memo/dial/commandsPredictive text input,IPS LCD,Yes,,,,,Yes,132.5 x 69.9 x 8.5 mm (5.22 x 2.75 x 0.33 in),,"720 x 1280 pixels, 16:9 ratio (~326 ppi density)",,GSM 850 / 900 / 1800 / 1900,,,16GB,,,,,,,Dual-core 1.2 GHz,https://fdn2.gsmarena.com/vv/bigpic/motorola-mt917.jpg,Up to 220 h,"Accelerometer, proximity, compass",Stereo FM radio,,,,HSDPA 1900 / 2100,,Up to 12 h,,,,,"Wi-Fi 802.11 b/g/n, hotspot",,,,1080p@30fps,,,,,,,Android 2.3 (Gingerbread),139 g (4.90 oz),,,Motorola MT917,,,,,Black,,,,,,"13 MP, AF",,Motorola,Mini-SIM,,Non-removable Li-Ion 1735 mAh battery,Yes,microSDHC (dedicated slot),,,"2011, December. Released 2011, December",,Discontinued,,"2.1, A2DP, EDR",,microUSB 2.0,LED flash,,,,,GSM / HSPA,About 220 EUR,,HSPA,,,"4.5 inches, 55.8 cm2(~60.3% screen-to-body ratio)",,,,"GPS, A-GPS",,,,,,,,,,,,,,,,
GSM 850 / 900 / 1800 / 1900,IPS LCD,Yes,,,,,Yes,134.8 x 67.6 x 9.9 mm (5.31 x 2.66 x 0.39 in),,"720 x 1280 pixels, 16:9 ratio (~326 ppi density)",,CDMA 800 / 1900,,,16GB,,,,,,,Dual-core 1.2 GHz,https://fdn2.gsmarena.com/vv/bigpic/motorola-xt928.jpg,Up to 260 h,"Accelerometer, proximity, compass",No,,,,CDMA2000 1xEV-DO,HSDPA 2100,Up to 7 h 40 min,,,,,"Wi-Fi 802.11 b/g/n, hotspot",,,,1080p@30fps,HDMI portMP3/AAC+/WAV/WMA playerMP4/H.264/WMV playerOrganizerDocument viewer/editorVoice memo/dial/commandsPredictive text input,,,,,,Android 2.3 (Gingerbread),149 g (5.26 oz),,,Motorola XT928,,,,,Black,,,,,,"13 MP, AF",,Motorola,Mini-SIM,,Removable Li-Ion 1735 mAh battery,Yes,microSDHC (dedicated slot),,,"2011, December. Released 2011, December",,Discontinued,,"2.1, A2DP, EDR",,microUSB 2.0,LED flash,,,,,GSM / CDMA / HSPA / EVDO,About 280 EUR,,"HSPA, EV-DO Rev. A 3.1 Mbps",,,"4.5 inches, 55.8 cm2(~61.3% screen-to-body ratio)",,,,"GPS, A-GPS",,,,,,,,,,,,,,,,
CDMA 800 / 1900,HD-IPS LCD,"Yes, with stereo speakers",,,,,Yes,216 x 139 x 9 mm (8.50 x 5.47 x 0.35 in),,"800 x 1280 pixels, 16:10 ratio (~184 ppi density)",,GSM 850 / 900 / 1800 / 1900,,TI OMAP 4430,"16GB 1GB RAM, 32GB 1GB RAM",,,,,,,Dual-core 1.2 GHz Cortex-A9,https://fdn2.gsmarena.com/vv/bigpic/motorola-droid-xyboard-8.2.jpg,,"Accelerometer, gyro, compass, barometer",No,,,13 - Verizon,HSDPA 850 / 900 / 1900 / 2100,CDMA2000 1xEV-DO,Up to 6 h,,,,,"Wi-Fi 802.11 a/b/g/n, dual-band, hotspot",,,,720p@30fps,Splash resistant,Yes,,PowerVR SGX540,,,"Android 3.2 (Honeycomb), upgradable to 4.0 (Ice Cream Sandwich)",390 g (13.76 oz),,,Motorola DROID XYBOARD 8.2 MZ609,,,,,Black,,,,,2.1 virtual surround sound,"5 MP, AF",,Motorola,Mini-SIM,HDMI portMP3/WAV/WMA/AAC+ playerMP4/WMV/H.264 playerDocument viewerPhoto viewer/editorOrganizerVoice memoPredictive text input,Non-removable Li-Ion 3960 mAh battery,1.3 MP,No,,,"2011, December. Released 2011, December",,Discontinued,,"2.1, A2DP, EDR",,microUSB 2.0,LED flash,,,,,GSM / CDMA / HSPA / EVDO / LTE,About 290 EUR,,"HSPA, LTE, EV-DO Rev.B",Corning Gorilla Glass,,"8.2 inches, 195.0 cm2(~64.9% screen-to-body ratio)",,,,"GPS, A-GPS",,,,,,,,,,,,,,,,
CDMA 800 / 1900,HD-IPS LCD,"Yes, with stereo speakers",,,,,Yes,259.9 x 173.6 x 8.8 mm (10.23 x 6.83 x 0.35 in),,"800 x 1280 pixels, 16:10 ratio (~149 ppi density)",,GSM 850 / 900 / 1800 / 1900,,TI OMAP 4430,"16GB 1GB RAM, 32GB 1GB RAM, 64GB 1GB RAM",,,,,,,Dual-core 1.2 GHz Cortex-A9,https://fdn2.gsmarena.com/vv/bigpic/motorola-droid-xyboard-10.1.jpg,,"Accelerometer, gyro, compass, barometer",No,,,13 - Verizon,HSDPA 850 / 900 / 1900 / 2100,CDMA2000 1xEV-DO,Up to 10 h,,,,,"Wi-Fi 802.11 a/b/g/n, dual-band, hotspot",,,,720p@30fps,Splash resistant,Yes,,PowerVR SGX540,,,"Android 3.2 (Honeycomb), upgradable to 4.0 (Ice Cream Sandwich)",599 g (1.32 lb),,,Motorola DROID XYBOARD 10.1 MZ617,,,,,Black,,,,,3D virtual surround sound,"5 MP, AF",,Motorola,Mini-SIM,HDMI portMP3/WAV/WMA/AAC+ playerMP4/WMV/H.264 playerDocument viewerPhoto viewer/editorOrganizerVoice memoPredictive text input,Non-removable Li-Ion 7000 mAh battery,1.3 MP,No,,,"2011, December. Released 2011, December",,Discontinued,,"2.1, A2DP, EDR",,microUSB 2.0,LED flash,,,,,GSM / CDMA / HSPA / EVDO / LTE,About 260 EUR,,"HSPA, LTE, EV-DO Rev.B",Corning Gorilla Glass,,"10.1 inches, 295.8 cm2(~65.6% screen-to-body ratio)",,,,"GPS, A-GPS",,,,,,,,,,,,,,,,
Moto Switch UI,"TFT, 256K colors",Yes,,,,,Yes,114 x 62 x 12 mm (4.49 x 2.44 x 0.47 in),,"320 x 480 pixels, 3:2 ratio (~165 ppi density)",,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,Qualcomm MSM7227T-1 Snapdragon S1,512MB 512MB RAM,,,,,,,800 MHz,https://fdn2.gsmarena.com/vv/bigpic/motorola-xt532.jpg,Up to 160 h,"Accelerometer, proximity, compass","Stereo FM radio, RDS",,,,HSDPA 850 / 2100 - SIM 1 only,MP3/WAV/AAC+ playerMP4/H.264/WMV playerDocument viewerPhoto viewerOrganizerVoice memo/dialPredictive text input,Up to 6 h 20 min,,,,,"Wi-Fi 802.11 b/g/n, hotspot",,,,Yes,,,,Adreno 200,,,Android 2.3.7 (Gingerbread),115 g (4.02 oz),,,Motorola XT532,,,,,Black,,,,,,"5 MP, AF",,Motorola,"Dual SIM (Mini-SIM, dual stand-by)",,Removable Li-Ion 1500 mAh battery,VGA,microSDHC (dedicated slot),,,"2011, December. Released 2011, December",,Discontinued,,"2.1, A2DP, EDR",,microUSB 2.0,LED flash,,,,,GSM / HSPA,About 70 EUR,,HSPA,,,"3.5 inches, 36.5 cm2(~51.6% screen-to-body ratio)",,,,"GPS, A-GPS",,,,,,,,,,,,,,,,
Touch sensitive controlsMoto Switch UI 2.0,TFT,Yes,,,,,Yes,117.7 x 60.5 x 9.9 mm (4.63 x 2.38 x 0.39 in),,"480 x 854 pixels, 16:9 ratio (~245 ppi density)",,GSM 850 / 900 / 1800 / 1900,,Qualcomm MSM7227A-0 Snapdragon S1,1GB 512MB RAM,,,,,,,800 MHz Cortex-A5,https://fdn2.gsmarena.com/vv/bigpic/motorola-xt615.jpg,Up to 110 h,"Accelerometer, proximity, compass","Stereo FM radio, RDS",,,,HSDPA 900 / 2100,MP3/WAV/WMA/AAC+ playerDivx/MP4/WMV/H.264 playerDocument viewerPhoto viewer/editorOrganizerVoice memo/dialPredictive text input,Up to 5 h,,,,,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot",,,,480p@30fps,,,,Adreno 200,,,Android 2.3.7 (Gingerbread),123.6 g (4.34 oz),,,Motorola MOTO XT615,,,,,"Licorice, Ultra white",,,,,,"8 MP, AF",,Motorola,Mini-SIM,,Removable Li-Ion 1390 mAh battery,VGA,microSDHC (dedicated slot),,,"2011, November. Released 2012, March",,Discontinued,,"3.0, A2DP, EDR",,microUSB 2.0,LED flash,,,,,GSM / HSPA,About 120 EUR,,HSPA 7.2/5.76 Mbps,,,"4.0 inches, 44.1 cm2(~61.9% screen-to-body ratio)",,,,"GPS, A-GPS",,,,,,,,,,,,,,,,
No,"TFT, 256K colors",Yes,0.81 W/kg (head)     0.80 W/kg (body),,,,Yes,105.5 x 60 x 10 mm (4.15 x 2.36 x 0.39 in),,"320 x 240 pixels, 4:3 ratio (~167 ppi density)",,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,50MB 128MB ROM 64MB RAM,,,,,QWERTY,,,https://fdn2.gsmarena.com/vv/bigpic/motorola-ex226.jpg,Up to 250 h,,"Stereo FM radio, RDS",,"Yes, Photocall",,HSDPA 850 / 2100 - SIM 1 only,SNS integrationMP3/WAV/AAC playerMP4/H.263 playerOrganizerVoice memoPredictive text input,Up to 6 h 40 min,,,,,Wi-Fi 802.11 b/g,,,Yes,@30fps,,,,,,,,90 g (3.17 oz),,,Motorola EX226,,,,,Smoke Gray with Licorice,,"Yes, MIDP 2.0",,,,3.15 MP,,Motorola,"Dual SIM (Mini-SIM, dual stand-by)",,Removable Li-Ion 910 mAh battery,,microSDHC (dedicated slot),,,"2011, September. Released 2011, Q4",,Discontinued,Yes + downloadable,"2.1, A2DP, EDR",,microUSB 2.0,,,,,,GSM / HSPA,About 70 EUR,,HSPA 7.2/5.76 Mbps,,,"2.4 inches, 17.8 cm2(~28.2% screen-to-body ratio)",,,"SMS(threaded view), MMS, Email, Push Email, IM",No,,,,,,,,,,,,,,,,
No,"TFT, 256K colors",Yes,,,,,Yes,105.5 x 60 x 9.9 mm (4.15 x 2.36 x 0.39 in),,"320 x 240 pixels, 4:3 ratio (~167 ppi density)",,GSM 850 / 900 / 1800 / 1900,,,50MB 128MB ROM 64MB RAM,,,,,QWERTY,,,https://fdn2.gsmarena.com/vv/bigpic/motorola-motokey-social-ex225.jpg,Up to 672 h,,"Stereo FM radio, RDS",,"Yes, Photocall",,HSDPA 850 / 1900,Facebook dedicated keySNS integrationMP3/WAV/AAC playerMP4/H.263 playerOrganizerVoice memoPredictive text input,Up to 8 h,,,,,Wi-Fi 802.11 b/g,,,Yes,@30fps,,,,,,,,87 g (3.07 oz),,,Motorola Motokey Social,,,,,Smoke Gray,,"Yes, MIDP 2.0",,,,3.15 MP,,Motorola,Mini-SIM,,Removable Li-Ion 910 mAh battery,,microSDHC (dedicated slot),,,"2011, November. Released 2011, November",,Discontinued,Yes + downloadable,"2.1, A2DP, EDR",,microUSB 2.0,,,,,,GSM / HSPA,About 120 EUR,,HSPA,,,"2.4 inches, 17.8 cm2(~28.2% screen-to-body ratio)",,,"SMS(threaded view), MMS, Email, Push Email, IM",No,,,,,,,,,,,,,,,,
3D virtual surround sound,TFT,"Yes, with stereo speakers",,,,,Yes,216 x 139 x 9 mm (8.50 x 5.47 x 0.35 in),,"800 x 1280 pixels, 16:10 ratio (~184 ppi density)",,GSM 850 / 900 / 1800 / 1900,,TI OMAP 4430,16GB 1GB RAM,,Up to 72 h,,,,,Dual-core 1.2 GHz Cortex-A9,https://fdn2.gsmarena.com/vv/bigpic/motorola-xoom-2-media-edition-3g-mz608.jpg,Up to 648 h,"Accelerometer, gyro, compass, barometer",No,,,,HSDPA 850 / 900 / 1900 / 2100,HDMI portMP3/WAV/WMA/AAC+ playerMP4/WMV/H.264 playerDocument viewerPhoto viewer/editorOrganizerVoice memoPredictive text input,Up to 6 h,,,,,"Wi-Fi 802.11 a/b/g/n, dual-band, hotspot",,,,720p@30fps,,Yes,,PowerVR SGX540,,,"Android 3.2 (Honeycomb), upgradable to 4.0.4 (Ice Cream Sandwich)",386 g (13.62 oz),,,Motorola XOOM 2 Media Edition 3G MZ608,,,,,Black,,,,,,"5 MP, AF",,Motorola,Mini-SIM,,Non-removable Li-Ion 3960 mAh battery,1.3 MP,microSDHC (dedicated slot),,,"2011, December. Released 2011, December",,Discontinued,,"2.1, A2DP, EDR",,microUSB 2.0,LED flash,,,,,GSM / HSPA,About 210 EUR,,HSPA 21.1/5.76 Mbps,Corning Gorilla Glass,,"8.2 inches, 195.0 cm2(~64.9% screen-to-body ratio)",,,,"GPS, A-GPS",,,,,,,,,,,,,,,,
3D virtual surround sound,TFT,"Yes, with stereo speakers",,,,,Yes,216 x 139 x 9 mm (8.50 x 5.47 x 0.35 in),,"800 x 1280 pixels, 16:10 ratio (~184 ppi density)",,,,TI OMAP 4430,"16GB 1GB RAM, 32GB 1GB RAM",,,,,,,Dual-core 1.2 GHz Cortex-A9,https://fdn2.gsmarena.com/vv/bigpic/motorola-xoom-2-media-edition.jpg,,"Accelerometer, gyro, compass, barometer",No,,,,,HDMI portMP3/WAV/WMA/AAC+ playerMP4/WMV/H.264 playerDocument viewerPhoto viewer/editorOrganizerVoice memoPredictive text input,Up to 6 h,,,,,"Wi-Fi 802.11 a/b/g/n, dual-band, hotspot",,,,720p@30fps,,Yes,No,PowerVR SGX540,,,"Android 3.2 (Honeycomb), upgradable to 4.0.4 (Ice Cream Sandwich)",386 g (13.62 oz),No,MZ607,Motorola XOOM 2 Media Edition MZ607,,,,,Black,,,,,,"5 MP, AF",,Motorola,No,,Non-removable Li-Ion 3960 mAh battery,1.3 MP,microSDHC (dedicated slot),,,"2011, November. Released 2011, December",,Discontinued,,"2.1, A2DP, EDR",,microUSB 2.0,LED flash,,,,,No cellular connectivity,About 210 EUR,,,Corning Gorilla Glass,,"8.2 inches, 195.0 cm2(~64.9% screen-to-body ratio)",,,,"GPS, A-GPS",,,,,,,,,,,,,,,,
