,Java,Status,Type,3.5mm jack,Model Image,Positioning,Messaging,Features,Size,NFC,SAR EU,Chipset,Colors,GPU,Video,Single_1,Keyboard,GPRS,Features_1,Video_1,2G bands,Card slot,Speed,_2,Type_1,Resolution,_3,Model Name,3G bands,Dimensions,Sensors,Announced,Talk time,Bluetooth,Price,Loudspeaker,OS,CPU,Stand-by,_1,USB,Games,SIM,Internal,SAR,Phonebook,Weight,Technology,Brand,Infrared port,WLAN,Single,Call records,EDGE,Radio
,,Discontinued,TFT,Yes,https://fdn2.gsmarena.com/vv/bigpic/celkon-ct888.jpg,GPS,,,"7.0 inches, 137.9 cm2",No,0.46 W/kg (head)     0.52 W/kg (body),,"Black, White",,Yes,Yes,,,,,GSM 900 / 1800 - SIM 1 & SIM 2,microSDHC (dedicated slot),HSPA,,"Li-Ion 3500 mAh, non-removable","600 x 1024 pixels, 16:9 ratio (~170 ppi density)",,Celkon CT-888,HSDPA 2100,-,Accelerometer,2014,Up to 10 h,4.0,,Yes,Android 4.0.4 (Ice Cream Sandwich),Dual-core 1.2 GHz,Up to 300 h,,microUSB 2.0,,Mini-SIM,4GB 512MB RAM,,,-,GSM / HSPA,Celkon,,"Wi-Fi 802.11 b/g/n, hotspot",2 MP,,,FM radio
,,Discontinued,TFT,Yes,https://fdn2.gsmarena.com/vv/bigpic/celkon-c820.jpg,GPS,,,"8.0 inches, 185.6 cm2(~67.5% screen-to-body ratio)",No,0.41 W/kg (head)     0.53 W/kg (body),,"Black, Silver",,Yes,1.3 MP,,,,,GSM 900 / 1800 - SIM 1 & SIM 2,microSDHC,HSPA,,"Li-Ion 4000 mAh, non-removable","800 x 1280 pixels, 16:10 ratio (~189 ppi density)",,Celkon C820,HSDPA 2100,210 x 131 x 10.5 mm (8.27 x 5.16 x 0.41 in),Accelerometer,2014,Up to 14 h,2.1,,Yes,Android 4.2.2 (Jelly Bean),Dual-core 1.0 GHz,Up to 500 h,,microUSB 2.0,,Dual SIM,4GB 512MB RAM,,,-,GSM / HSPA,Celkon,,"Wi-Fi 802.11 b/g/n, hotspot",3.15 MP,,,FM radio
,,Discontinued,TFT,Yes,https://fdn2.gsmarena.com/vv/bigpic/celkon-c720.jpg,GPS,,,"7.0 inches, 136.3 cm2(~56.5% screen-to-body ratio)",No,0.41 W/kg (head)     0.53 W/kg (body),,White,,Yes,1.3 MP,,,,,GSM 900 / 1800 - SIM 1 & SIM 2,microSDHC (dedicated slot),HSPA,,"Li-Ion 3000 mAh, non-removable","458 x 800 pixels, 16:9 ratio (~132 ppi density)",,Celkon C720,HSDPA 2100,194.6 x 124 x 12.1 mm (7.66 x 4.88 x 0.48 in),Accelerometer,2014,Up to 10 h,2.0,,Yes,Android 4.2.2 (Jelly Bean),Dual-core 1.0 GHz,Up to 300 h,,microUSB 2.0,,Micro-SIM,4GB 512MB RAM,,,-,GSM / HSPA,Celkon,,"Wi-Fi 802.11 b/g/n, hotspot",3.15 MP,,,FM radio
,,Discontinued,IPS LCD,Yes,https://fdn2.gsmarena.com/vv/bigpic/celkon-s1.jpg,GPS,,LED flash,"5.0 inches, 68.9 cm2(~67.4% screen-to-body ratio)",No,,,Black,,Yes,8 MP,,,,,GSM 900 / 1800 - SIM 1 & SIM 2,microSDHC (dedicated slot),HSPA,,Li-Ion 2300 mAh battery,"1080 x 1920 pixels, 16:9 ratio (~441 ppi density)",,Celkon S1,HSDPA 2100,144 x 71 x 8.9 mm (5.67 x 2.80 x 0.35 in),"Accelerometer, proximity","2014, February. Released 2014, February",,"4.0, A2DP",,Yes,Android 4.2.1 (Jelly Bean),Quad-core 1.5 GHz,,,microUSB 2.0,,Dual SIM,16GB 1GB RAM,,,137 g (4.83 oz),GSM / HSPA,Celkon,,"Wi-Fi 802.11 b/g/n, hotspot","13 MP, AF",,,FM radio
,,Discontinued,TFT,Yes,https://fdn2.gsmarena.com/vv/bigpic/celkon-a40.jpg,GPS,,,"4.0 inches, 45.5 cm2(~56.4% screen-to-body ratio)",No,,,"White, Yellow, Blue",,Yes,VGA,,Yes,,,GSM 900 / 1800 - SIM 1 & SIM 2,microSDHC (dedicated slot),,,Li-Ion 1500 mAh battery,"480 x 800 pixels, 5:3 ratio (~233 ppi density)",,Celkon A40,,126.2 x 64 x 10.8 mm (4.97 x 2.52 x 0.43 in),"Accelerometer, proximity","2014, January. Released 2014, January",,2.0,,Yes,Android 4.2.2 (Jelly Bean),Dual-core 1.3 GHz,,,microUSB 2.0,,Dual SIM,4GB 512MB RAM,,,126.5 (4.44 oz),GSM,Celkon,,"Wi-Fi 802.11 b/g/n, hotspot",5 MP,,Yes,FM radio
,,Discontinued,TFT,Yes,https://fdn2.gsmarena.com/vv/bigpic/celkon-ar50.jpg,No,,,"5.0 inches, 68.9 cm2(~65.1% screen-to-body ratio)",No,0.85 W/kg (head)     0.93 W/kg (body),,White,,Yes,Yes,,,,,GSM 900 / 1800 - SIM 1 & SIM 2,microSDHC (dedicated slot),HSPA,,Li-Ion 2000 mAh battery,"540 x 960 pixels, 16:9 ratio (~220 ppi density)",,Celkon AR50,HSDPA 2100,144.3 x 73.4 x 9.8 mm (5.68 x 2.89 x 0.39 in),"Accelerometer, proximity","2013, December. Released 2013, December",,"3.0, A2DP",About 60 EUR,Yes,Android 4.2.2 (Jelly Bean),Dual-core 1.2 GHz,,,microUSB 2.0,,Dual SIM,4GB 512MB RAM,,,140 g (4.94 oz),GSM / HSPA,Celkon,,"Wi-Fi 802.11 b/g/n, hotspot",5 MP,,,FM radio
,,Discontinued,TFT,Yes,https://fdn2.gsmarena.com/vv/bigpic/celkon-ar40.jpg,No,,,"4.0 inches, 45.5 cm2(~56.4% screen-to-body ratio)",No,0.69 W/kg (head)     0.71 W/kg (body),,Yellow,,Yes,Yes,,,,,GSM 900 / 1800 - SIM 1 & SIM 2,microSDHC (dedicated slot),HSPA,,Li-Ion 1500 mAh battery,"480 x 800 pixels, 5:3 ratio (~233 ppi density)",,Celkon AR40,HSDPA 2100,126.2 x 64 x 10.8 mm (4.97 x 2.52 x 0.43 in),Accelerometer,"2013, December. Released 2013, December",,"4.0, A2DP",,Yes,Android 4.2.2 (Jelly Bean),Dual-core 1.3 GHz,,,microUSB 2.0,,Dual SIM,4GB 512MB RAM,,,126.5 (4.44 oz),GSM / HSPA,Celkon,,"Wi-Fi 802.11 b/g/n, hotspot",3.15 MP,,,FM radio
,,Discontinued,TFT,Yes,https://fdn2.gsmarena.com/vv/bigpic/celkon-ar45.jpg,No,,,"4.5 inches, 64.9 cm2",No,0.74 W/kg (head)     0.68 W/kg (body),Mediatek MT6572 (28 nm),White,Mali-400,Yes,1.3 MP,,,,,GSM 900 / 1800 - SIM 1 & SIM 2,microSDHC (dedicated slot),HSPA,,Li-Ion 2000 mAh battery,960 x 854 pixels (~286 ppi density),,Celkon AR45,HSDPA 2100 - SIM 1 & SIM 2,-,"Accelerometer, proximity","2013, October. Released 2013, October",,Yes,About 90 EUR,Yes,Android 4.2.2 (Jelly Bean),Dual-core 1.2 GHz Cortex-A7,,,microUSB 2.0,,Dual SIM (Mini-SIM),4GB 512MB RAM,,,-,GSM / HSPA,Celkon,,"Wi-Fi 802.11 b/g/n, hotspot",5 MP,,,FM radio
,,Discontinued,TFT,Yes,https://fdn2.gsmarena.com/vv/bigpic/celkon-a15.jpg,No,,,"3.5 inches, 36.5 cm2",No,0.68 W/kg (head)     0.60 W/kg (body),,White,,Yes,VGA,,Class 12,,,GSM 900 / 1800 - SIM 1 & SIM 2,microSDHC (dedicated slot),,,Li-Ion 1400 mAh battery,"320 x 480 pixels, 3:2 ratio (~165 ppi density)",,Celkon A15,,-,Accelerometer,"2013, October. Released 2013, October",,Yes,About 50 EUR,Yes,Android 4.2.2 (Jelly Bean),Dual-core 1.0 GHz,,,microUSB 2.0,,Dual SIM (Mini-SIM),512MB 256MB RAM,,,-,GSM,Celkon,,"Wi-Fi 802.11 b/g/n, hotspot",3.15 MP,,Yes,FM radio
No,No,Discontinued,TFT,Yes,https://fdn2.gsmarena.com/vv/bigpic/celkon-c7045.jpg,No,SMS,,"3.5 inches, 36.5 cm2",No,0.59 W/kg (head)     0.40 W/kg (body),,Black,,Yes,,,Yes,,,GSM 900 / 1800 - SIM 1 & SIM 2,microSDHC (dedicated slot),,,"Li-Ion 1200 mAh, removable","320 x 480 pixels, 3:2 ratio (~165 ppi density)",,Celkon C7045,,-,,"2013, September. Released 2013, September",,Yes,About 30 EUR,Yes,,,,Auto call recordReject by SMSMP4/H.263 playerMP3/WAV player,Proprietary,Yes,Dual SIM (Mini-SIM),,,Yes,-,GSM,Celkon,,No,1.3 MP,Yes,No,FM radio
No,No,Discontinued,TFT,Yes,https://fdn2.gsmarena.com/vv/bigpic/celkon-c605.jpg,No,SMS,,"1.8 inches, 10.2 cm2",No,0.49 W/kg (head)     0.63 W/kg (body),,Black,,Yes,,,Yes,,,GSM 900 / 1800 - SIM 1 & SIM 2,microSDHC (dedicated slot),,,"Li-Ion 2200 mAh, removable",128 x 160 pixels (~114 ppi density),,Celkon C605,,-,,"2013, September. Released 2013, September",,Yes,About 10 EUR,Yes,,,,Auto call recordReject by SMSMP4/H.263 playerMP3/WAV player,Proprietary,Yes,Dual SIM (Mini-SIM),,,Yes,-,GSM,Celkon,,No,Yes,Yes,No,FM radio
No,No,Discontinued,TFT,Yes,https://fdn2.gsmarena.com/vv/bigpic/celkon-c399.jpg,No,SMS,,"2.4 inches, 17.8 cm2",No,0.98 W/kg (head)     0.86 W/kg (body),,Black,,Yes,,,Yes,,,GSM 900 / 1800 - SIM 1 & SIM 2,microSDHC (dedicated slot),,,"Li-Ion 1800 mAh, removable","240 x 320 pixels, 4:3 ratio (~167 ppi density)",,Celkon C399,,-,,"2013, September. Released 2013, September",,Yes,About 20 EUR,Yes,,,,Auto call recordReject by SMSMP4/H.263 playerMP3/WAV player,Proprietary,Yes,Dual SIM (Mini-SIM),,,Yes,-,GSM,Celkon,,No,1.3 MP,Yes,No,FM radio
No,No,Discontinued,TFT,Yes,https://fdn2.gsmarena.com/vv/bigpic/celkon-c76.jpg,No,SMS,,"2.8 inches, 24.3 cm2",No,0.39 W/kg (head)     0.45 W/kg (body),,Black,,Yes,,,Yes,,,GSM 900 / 1800 - SIM 1 & SIM 2,microSDHC (dedicated slot),,,"Li-Ion 1400 mAh, removable","240 x 320 pixels, 4:3 ratio (~143 ppi density)",,Celkon C76,,-,,"2013, September. Released 2013, September",,Yes,About 20 EUR,Yes,,,,Auto call recordReject by SMSMP4/H.263 playerMP3/WAV player,Proprietary,Yes,Dual SIM (Mini-SIM),,,Yes,-,GSM,Celkon,,No,1.3 MP,Yes,No,FM radio
No,No,Discontinued,TFT,Yes,https://fdn2.gsmarena.com/vv/bigpic/celkon-c64.jpg,No,SMS,,"2.6 inches, 20.9 cm2",No,0.42 W/kg (head)     0.40 W/kg (body),,Black,,Yes,,,Yes,,,GSM 900 / 1800 - SIM 1 & SIM 2,microSDHC (dedicated slot),,,"Li-Ion 1400 mAh, removable","240 x 320 pixels, 4:3 ratio (~154 ppi density)",,Celkon C64,,-,,"2013, September. Released 2013, September",,Yes,About 20 EUR,Yes,,,,Auto call recordReject by SMSMP4/H.263 playerMP3/WAV player,Proprietary,Yes,Dual SIM (Mini-SIM),,,Yes,-,GSM,Celkon,,No,1.3 MP,Yes,No,FM radio
No,No,Discontinued,TFT,Yes,https://fdn2.gsmarena.com/vv/bigpic/celkon-c63.jpg,No,SMS,,"2.6 inches, 20.9 cm2",No,0.48 W/kg (head)     0.63 W/kg (body),,Black,,Yes,,,Yes,,,GSM 900 / 1800 - SIM 1 & SIM 2,microSDHC (dedicated slot),,,"Li-Ion 1400 mAh, removable","240 x 320 pixels, 4:3 ratio (~154 ppi density)",,Celkon C63,,-,,"2013, September. Released 2013, September",,Yes,About 20 EUR,Yes,,,,Auto call recordReject by SMSMP4/H.263 playerMP3/WAV player,Proprietary,Yes,Dual SIM (Mini-SIM),,,Yes,-,GSM,Celkon,,No,Yes,Yes,No,FM radio
,,Discontinued,TFT,Yes,https://fdn2.gsmarena.com/vv/bigpic/celkon-monalisa-5.jpg,GPS,,,"4.5 inches, 55.8 cm2(~63.6% screen-to-body ratio)",No,0.68 W/kg (head)     0.72 W/kg (body),Qualcomm MSM8225Q Snapdragon S4 Play,"Black, White",Adreno 203,Yes,Yes,,,,,GSM 900 / 1800 - SIM 1 & SIM 2,microSDHC (dedicated slot),HSPA 7.2/5.76 Mbps,,Li-Ion 1800 mAh battery,"540 x 960 pixels, 16:9 ratio (~245 ppi density)",,Celkon Monalisa 5,HSDPA 2100,131.1 x 66.9 x 9 mm (5.16 x 2.63 x 0.35 in),"Accelerometer, proximity","2013, September. Released 2013, December",Up to 5 h,Yes,,Yes,Android 4.1.2 (Jelly Bean),Quad-core 1.2 GHz Cortex-A5,Up to 200 h,,microUSB 2.0,,Dual SIM (Mini-SIM and Micro-SIM),4GB 1GB RAM,,,120.5 g (4.23 oz),GSM / HSPA,Celkon,,"Wi-Fi 802.11 b/g/n, hotspot",8 MP,,,FM radio
,,Discontinued,TFT,Yes,https://fdn2.gsmarena.com/vv/bigpic/celkon-a112.jpg,No,,,"5.0 inches, 68.9 cm2",No,0.95 W/kg (head)     0.84 W/kg (body),,Black/White,,Yes,1.3 MP,,,,,GSM 900 / 1800 - SIM 1 & SIM 2,microSDHC (dedicated slot),"Yes, 384 kbps",,Li-Ion 2000 mAh battery,"480 x 854 pixels, 16:9 ratio (~196 ppi density)",,Celkon A112,HSDPA 2100,-,"Proximity, gyro","2013, August. Released 2013, August",,Yes,About 90 EUR,Yes,Android 4.2.0 (Jelly Bean),Dual-core 1.2 GHz,,,microUSB 2.0,,Dual SIM (Mini-SIM),4GB 512MB RAM,,,-,GSM / HSPA,Celkon,,Wi-Fi 802.11 b/g/n,8 MP,,,
,,Discontinued,TFT,Yes,https://fdn2.gsmarena.com/vv/bigpic/celkon-a63.jpg,No,,,"4.0 inches, 45.5 cm2",No,0.91 W/kg (head)     0.63 W/kg (body),,Black,,Yes,VGA,,Class 12,,,GSM 900 / 1800 - SIM 1 & SIM 2,microSDHC (dedicated slot),,,Li-Ion 1500 mAh battery,"480 x 800 pixels, 5:3 ratio (~233 ppi density)",,Celkon A63,,-,"Proximity, gyro","2013, August. Released 2013, August",,Yes,About 50 EUR,Yes,Android 4.2.0 (Jelly Bean),Dual-core 1.2 GHz,,,microUSB 2.0,,Dual SIM (Mini-SIM),512MB 256MB RAM,,,-,GSM,Celkon,,Wi-Fi 802.11 b/g/n,3.15 MP,,Class 12,
,,Discontinued,TFT,Yes,https://fdn2.gsmarena.com/vv/bigpic/celkon-a60.jpg,No,,,"4.5 inches, 55.8 cm2",No,0.42 W/kg (head)     0.35 W/kg (body),,White,,Yes,VGA,,Class 12,,,GSM 900 / 1800 - SIM 1 & SIM 2,microSDHC (dedicated slot),,,Li-Ion 1400 mAh battery,"480 x 854 pixels, 16:9 ratio (~218 ppi density)",,Celkon A60,,-,Gyro,"2013, August. Released 2013, August",,Yes,,Yes,Android 4.0.4 (Ice Cream Sandwich),Dual-core 1.0 GHz,,,microUSB 2.0,,Dual SIM (Mini-SIM),512MB 256MB RAM,,,-,GSM,Celkon,,Wi-Fi 802.11 b/g/n,3.15 MP,,Class 12,
,,Discontinued,TFT,Yes,https://fdn2.gsmarena.com/vv/bigpic/celkon-a20.jpg,No,,,"4.0 inches, 45.5 cm2",No,0.88 W/kg (head)     0.60 W/kg (body),,Black,,Yes,VGA,,,,,GSM 900 / 1800 - SIM 1 & SIM 2,microSDHC (dedicated slot),"Yes, 384 kbps",,Li-Ion 1500 mAh battery,"480 x 800 pixels, 5:3 ratio (~233 ppi density)",,Celkon A20,HSDPA 2100,-,"Proximity, gyro","2013, August. Released 2013, August",,Yes,About 60 EUR,Yes,Android 4.2.0 (Jelly Bean),Dual-core 1.2 GHz,,,microUSB 2.0,,Dual SIM (Mini-SIM),256MB 512MB RAM,,,-,GSM / HSPA,Celkon,,Wi-Fi 802.11 b/g/n,3.15 MP,,,
,,Discontinued,TFT,Yes,https://fdn2.gsmarena.com/vv/bigpic/celkon-a10.jpg,No,,,"3.5 inches, 36.5 cm2",No,,,Black,,Yes,VGA,,,,,GSM 900 / 1800 - SIM 1 & SIM 2,microSDHC (dedicated slot),"Yes, 384 kbps",,Li-Ion 1500 mAh battery,"320 x 400 pixels, 3:2 ratio (~165 ppi density)",,Celkon A10,HSDPA 2100,-,Gyro,"2013, August. Released 2013, August",,Yes,About 50 EUR,Yes,Android 4.2.0 (Jelly Bean),Dual-core 1.0 GHz,,,microUSB 2.0,,Dual SIM (Mini-SIM),256MB 512MB RAM,,,-,GSM / HSPA,Celkon,,Wi-Fi 802.11 b/g/n,1.3 MP,,,
No,No,Discontinued,TFT,Yes,https://fdn2.gsmarena.com/vv/bigpic/celkon-c5050.jpg,No,SMS,,"2.8 inches, 24.3 cm2",No,0.61 W/kg (head)     0.92 W/kg (body),,Black,,Yes,,,Yes,,,GSM 900 / 1800 - SIM 1 & SIM 2,microSDHC (dedicated slot),,,"Li-Ion 1000 mAh, removable","240 x 320 pixels, 4:3 ratio (~143 ppi density)",,Celkon C5050 Star,,-,,"2013, August. Released 2013, August",,Yes,,Yes,,,,,Proprietary,Yes,Dual SIM (Mini-SIM),,,500 entries,-,GSM,Celkon,,No,1.3 MP,Yes,No,Stereo FM radio
No,No,Discontinued,TFT,Yes,https://fdn2.gsmarena.com/vv/bigpic/celkon-c7030.jpg,No,SMS,,"3.2 inches, 30.5 cm2(~45.4% screen-to-body ratio)",No,0.65 W/kg (head)     0.64 W/kg (body),,Black,,Yes,,,Yes,,,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,microSDHC (dedicated slot),,,"Li-Ion 1200 mAh, removable","320 x 480 pixels, 3:2 ratio (~180 ppi density)",,Celkon C7030,,112 x 60 x 11.8 mm (4.41 x 2.36 x 0.46 in),,"2013, August. Released 2013, August",,Yes,,Yes,,,,Auto call recordReject by SMSMP4/H.263 playerMP3/WAV player,Proprietary,Yes,"Dual SIM (Mini-SIM, dual stand-by)",,,500 contacts,95 g (3.35 oz),GSM,Celkon,,No,1.3 MP,20 entries,No,FM radio
,,Discontinued,TFT,Yes,https://fdn2.gsmarena.com/vv/bigpic/celkon-a105.jpg,No,,,"5.0 inches, 71.2 cm2",No,0.80 W/kg (head)     0.98 W/kg (body),Mediatek MT6517A,"Black, White",PowerVR SGX531u,Yes,VGA,,Class 12,,,GSM 900 / 1800 - SIM 1 & SIM 2,microSDHC (dedicated slot),,,Li-Ion 2100 mAh battery,"480 x 800 pixels, 5:3 ratio (~187 ppi density)",,Celkon A105,,-,"Accelerometer, proximity","2013, August. Released 2013, August",,Yes,,Yes,Android 4.0.4 (Ice Cream Sandwich),Dual-core 1.0 GHz Cortex-A9,,,microUSB 2.0,,Dual SIM (Mini-SIM),512MB 512MB RAM,,,-,GSM,Celkon,,Wi-Fi 802.11 b/g/n,5 MP,,Class 12,FM radio
Flashlight,No,Discontinued,TFT,,https://fdn2.gsmarena.com/vv/bigpic/celkon-c349i.jpg,No,SMS,,"1.8 inches, 10.2 cm2",No,0.49 W/kg (head)     0.53 W/kg (body),,Black,,Yes,,,Yes,,,GSM 900 / 1800 - SIM 1 & SIM 2,microSDHC (dedicated slot),,Auto call recordReject by SMSMP4/H.263 playerMP3/WAV player,"Li-Ion 900 mAh, removable",128 x 160 pixels (~114 ppi density),,Celkon C349i,,-,,"2013, August. Released 2013, August",,Yes,About 10 EUR,Yes,,,,No,Proprietary,Yes,"Dual SIM (Mini-SIM, dual stand-by)",,,500 contacts,-,GSM,Celkon,,No,VGA,20 entries,No,FM radio
Flashlight,No,Discontinued,TFT,,https://fdn2.gsmarena.com/vv/bigpic/celkon-c297-1.jpg,No,SMS,,"2.4 inches, 17.8 cm2",No,0.78 W/kg (head)     0.32 W/kg (body),,Black,,Yes,,,Yes,,,GSM 900 / 1800 - SIM 1 & SIM 2,microSDHC (dedicated slot),,Auto call recordReject by SMSMP4/H.263 playerMP3/WAV player,"Li-Ion 1000 mAh, removable","240 x 320 pixels, 4:3 ratio (~167 ppi density)",,Celkon C297,,-,,"2013, August. Released 2013, August",,Yes,,Yes,,,,No,Proprietary,Yes,"Dual SIM (Mini-SIM, dual stand-by)",,,300 contacts,-,GSM,Celkon,,No,1.3 MP,20 entries,No,FM radio
Flashlight,No,Discontinued,TFT,,https://fdn2.gsmarena.com/vv/bigpic/celkon-c69.jpg,No,SMS,,"2.4 inches, 17.8 cm2",No,0.79 W/kg (head)     0.93 W/kg (body),,Black,,Yes,,,Yes,,,GSM 900 / 1800 - SIM 1 & SIM 2,microSDHC (dedicated slot),,Auto call recordReject by SMSMP4/H.263 playerMP3/WAV player,"Li-Ion 1600 mAh, removable","240 x 320 pixels, 4:3 ratio (~167 ppi density)",,Celkon C69,,-,,"2013, August. Released 2013, August",,Yes,,Yes,,,,No,Proprietary,Yes,"Dual SIM (Mini-SIM, dual stand-by)",,,300 contacts,-,GSM,Celkon,,No,VGA,20 entries,No,FM radio
Flashlight,No,Discontinued,TFT,,https://fdn2.gsmarena.com/vv/bigpic/celkon-c67plus.jpg,No,SMS,,"2.4 inches, 17.8 cm2",No,0.78 W/kg (head)     0.32 W/kg (body),,Black,,Yes,,,Yes,,,GSM 900 / 1800 - SIM 1 & SIM 2,microSDHC (dedicated slot),,Auto call recordReject by SMSMP4/H.263 playerMP3/WAV player,"Li-Ion 1500 mAh, removable","240 x 320 pixels, 4:3 ratio (~167 ppi density)",,Celkon C67+,,-,,"2013, August. Released 2013, August",,Yes,,Yes,,,,No,Proprietary,Yes,"Dual SIM (Mini-SIM, dual stand-by)",,,300 contacts,-,GSM,Celkon,,No,VGA,20 entries,No,FM radio
Flashlight,No,Discontinued,TFT,Yes,https://fdn2.gsmarena.com/vv/bigpic/celkon-c74.jpg,No,SMS,,"2.8 inches, 24.3 cm2",No,1.23 W/kg (head)     0.62 W/kg (body),,Black,,Yes,,,Yes,,,GSM 900 / 1800 - SIM 1 & SIM 2,microSDHC (dedicated slot),,Auto call recordReject by SMSMP4/H.263 playerMP3/WAV player,"Li-Ion 1100 mAh, removable","240 x 320 pixels, 4:3 ratio (~143 ppi density)",,Celkon C74,,-,,"2013, August. Released 2013, August",,Yes,,Yes,,,,No,Proprietary,Yes,"Dual SIM (Mini-SIM, dual stand-by)",,,500 contacts,-,GSM,Celkon,,No,1.3 MP,20 entries,No,FM radio
,,Discontinued,TFT,Yes,https://fdn2.gsmarena.com/vv/bigpic/celkon-ct910-plus.jpg,GPS,,,"7.0 inches, 137.9 cm2(~58.1% screen-to-body ratio)",No,,,Gray,,Yes,VGA,,,,,GSM 900 / 1800,microSDXC (dedicated slot),HSPA,,"Li-Ion 3500 mAh, non-removable","600 x 1024 pixels, 16:9 ratio (~170 ppi density)",,Celkon CT-910+,HSDPA 2100,193 x 123 x 9 mm (7.60 x 4.84 x 0.35 in),"Accelerometer, proximity","2013, July. Released 2013, July",Up to 10 h,Yes,,Yes,Android 4.1 (Jelly Bean),Dual-core 1.0 GHz,Up to 300 h,,Proprietary,,Yes,,,,180 g (0.0 oz),GSM / HSPA,Celkon,,Wi-Fi 802.11 b/g/n,2 MP,,,FM radio
Flashlight,,Discontinued,IPS LCD,Yes,https://fdn2.gsmarena.com/vv/bigpic/celkon-a118.jpg,GPS,,LED flash,"5.0 inches, 68.9 cm2(~63.9% screen-to-body ratio)",No,0.61 W/kg (head)     0.58 W/kg (body),Mediatek MT6589 (28 nm),White,PowerVR SGX544,Yes,3 MP,,,,,GSM 900 / 1800 - SIM 1 & SIM 2,microSDHC (dedicated slot),HSPA,,Li-Ion 2000 mAh battery,"720 x 1280 pixels, 16:9 ratio (~294 ppi density)",,Celkon A118,HSDPA 2100,147 x 73.4 x 9 mm (5.79 x 2.89 x 0.35 in),"Accelerometer, proximity","2013, May. Released 2013, May",Up to 5 h,Yes,,Yes,Android 4.2.1 (Jelly Bean),Quad-core 1.2 GHz Cortex-A7,Up to 190 h,,"microUSB 2.0, OTG",,Dual SIM,4GB 1GB RAM,,,-,GSM / HSPA,Celkon,,"Wi-Fi 802.11 b/g/n, hotspot","8 MP, AF",,,FM radio
Flashlight,,Discontinued,TFT,Yes,https://fdn2.gsmarena.com/vv/bigpic/celkon-a107.jpg,No,,,"5.0 inches, 71.2 cm2(~62.4% screen-to-body ratio)",No,0.67 W/kg (head)     0.60 W/kg (body),Mediatek MT6517A,"Black, White",PowerVR SGX531u,Yes,1.3 MP,,Yes,,,GSM 900 / 1800 - SIM 1 & SIM 2,microSDHC (dedicated slot),,,Li-Ion 2100 mAh battery,"480 x 800 pixels, 5:3 ratio (~187 ppi density)",,Celkon A107,,148 x 77 x 9.6 mm (5.83 x 3.03 x 0.38 in),"Accelerometer, proximity","2013, March. Released 2013, April",Up to 7 h,Yes,,Yes,Android 4.0 (Ice Cream Sandwich),Dual-core 1.0 GHz Cortex-A9,Up to 300 h,,microUSB 2.0,,Dual SIM (Mini-SIM),512MB 512MB RAM,,,-,GSM,Celkon,,Wi-Fi 802.11 b/g/n,8 MP,,Yes,FM radio
Flashlight,,Discontinued,TFT,Yes,https://fdn2.gsmarena.com/vv/bigpic/celkon-a9-plus.jpg,No,,,"3.5 inches, 36.5 cm2(~48.5% screen-to-body ratio)",No,0.61 W/kg (head)     0.69 W/kg (body),Spreadtrum SC6820,"Black, White",,Yes,Yes,,Yes,,,GSM 900 / 1800 - SIM 1 & SIM 2,microSDHC (dedicated slot),,,Li-Ion 1350 mAh battery,"320 x 480 pixels, 3:2 ratio (~165 ppi density)",,Celkon A9+,,119.5 x 63 x 10.8 mm (4.70 x 2.48 x 0.43 in),Accelerometer,"2013, April. Released 2013, May",Up to 5 h,Yes,,Yes,Android 4.0 (Ice Cream Sandwich),1.0 GHz,Up to 260 h,,microUSB 2.0,,Dual SIM (Mini-SIM),512MB 256MB RAM,,,-,GSM,Celkon,,Wi-Fi 802.11 b/g/n,2 MP,,Yes,FM radio
Flashlight,,Discontinued,TFT,Yes,https://fdn2.gsmarena.com/vv/bigpic/celkon-a119q.jpg,GPS,,LED flash,"5.0 inches, 68.9 cm2(~62.5% screen-to-body ratio)",No,0.39 W/kg (head)     0.35 W/kg (body),Mediatek MT6589 (28 nm),"Black, White",PowerVR SGX544,Yes,3 MP,,,,,GSM 900 / 1800 - SIM 1 & SIM 2,microSDHC (dedicated slot),HSPA 7.2/5.76 Mbps,,Li-Ion 2100 mAh battery,"720 x 1280 pixels, 16:9 ratio (~294 ppi density)",,Celkon A119Q Signature HD,HSDPA 2100,148 x 74.5 x 9.3 mm (5.83 x 2.93 x 0.37 in),"Accelerometer, proximity, compass","2013, April. Released 2013, April",Up to 6 h,"4.0, A2DP",,Yes,Android 4.2.1 (Jelly Bean),Quad-core 1.2 GHz Cortex-A7,Up to 140 h,,microUSB 2.0,,Dual SIM (Mini-SIM),"4GB (1.45GB user available), 1GB RAM",0.80 W/kg (head)     0.81 W/kg (body),,177 g (6.24 oz),GSM / HSPA,Celkon,,"Wi-Fi 802.11 b/g/n, hotspot","12 MP, AF",,,FM radio
