,Java,Status,Type,3.5mm jack,Model Image,Positioning,Messaging,Features,Size,NFC,SAR EU,Chipset,Colors,GPU,Video,Single_1,Keyboard,GPRS,Features_1,Video_1,2G bands,Card slot,Speed,_2,Type_1,Resolution,_3,Model Name,3G bands,Dimensions,Sensors,Announced,Talk time,Bluetooth,Price,Loudspeaker,OS,CPU,Stand-by,_1,USB,Games,SIM,Internal,SAR,Phonebook,Weight,Technology,Brand,Infrared port,WLAN,Single,Call records,EDGE,Radio
,,Discontinued,"TFT, 256K colors",Yes,https://fdn2.gsmarena.com/vv/bigpic/celkon-a403.jpg,A-GPS,,LED flash,"4.0 inches, 45.5 cm2(~56.1% screen-to-body ratio)",No,0.38 W/kg (head)     0.68 W/kg (body),Spreadtrum SC7715,"Black, Light Blue, Red, Yellow",,Yes,1.3 MP,,,,,GSM 900 / 1800 - SIM 1 & SIM 2,microSDHC,HSPA,,Li-Ion 1400 mAh battery,"480 x 800 pixels, 5:3 ratio (~233 ppi density)",,Celkon A403,HSDPA 2100,125 x 65 x 10.2 mm (4.92 x 2.56 x 0.40 in),Accelerometer,"2015, August. Released 2015, August",,2.0,,Yes,Android 4.4.2 (KitKat),1.0 GHz,,,microUSB 2.0,,Dual SIM,4GB 512MB RAM,,,113 g (3.99 oz),GSM / HSPA,Celkon,,Wi-Fi 802.11 b/g/n,3.15 MP,,,FM radio
,,Discontinued,"TFT, 256K colors",Yes,https://fdn2.gsmarena.com/vv/bigpic/celkon-millennia-prime.jpg,A-GPS,,LED flash,"4.5 inches, 55.8 cm2(~63.1% screen-to-body ratio)",No,0.35 W/kg (head)     0.85 W/kg (body),Spreadtrum SC7715,"White, Black, Gold, Silver, Brown, Blue",,Yes,1.3 MP,,,,,GSM 900 / 1800 - SIM 1 & SIM 2,microSDHC,HSPA,,"Li-Ion 1600 mAh, removable","480 x 854 pixels, 16:9 ratio (~218 ppi density)",,Celkon Campus Prime,HSDPA 2100,132 x 67 x 9.3 mm (5.20 x 2.64 x 0.37 in),Accelerometer,"2015, August. Released 2015, August",,2.0,,Yes,Android 4.4.2 (KitKat),1.0 GHz,,,microUSB 2.0,,Dual SIM,4GB 512MB RAM,,,119.2 g (4.20 oz),GSM / HSPA,Celkon,,Wi-Fi 802.11 b/g/n,3.15 MP,,,FM radio
,,Discontinued,"TFT, 256K colors",Yes,https://fdn2.gsmarena.com/vv/bigpic/celkon-millennia-everest.jpg,A-GPS,,LED flash,"5.5 inches, 83.4 cm2(~68.1% screen-to-body ratio)",No,0.33 W/kg (head)     0.25 W/kg (body),Spreadtrum SC7731,"Black, White, Blue",,Yes,3.2 MP,,,,,GSM 900 / 1800 - SIM 1 & SIM 2,microSDHC,HSPA,,Li-Ion 2500 mAh battery,"480 x 854 pixels, 16:9 ratio (~178 ppi density)",,Celkon Millennia Everest,HSDPA 2100,157 x 78 x 9.1 mm (6.18 x 3.07 x 0.36 in),"Accelerometer, proximity","2015, August. Released 2015, August",,2.0,,Yes,Android 5.1 (Lollipop),Quad-core 1.2 GHz,,,microUSB 2.0,,Dual SIM,8GB 1GB RAM,,,-,GSM / HSPA,Celkon,,Wi-Fi 802.11 b/g/n,5 MP,,,FM radio
,,Discontinued,"TFT, 256K colors",Yes,https://fdn2.gsmarena.com/vv/bigpic/celkon-millennia-hero.jpg,A-GPS,,LED flash,"4.0 inches, 45.5 cm2(~56.9% screen-to-body ratio)",No,0.34 W/kg (head)     0.76 W/kg (body),,"Black, White/Gold, White/Silver, Black/Gold",,Yes,3.2 MP,,,,,GSM 900 / 1800 - SIM 1 & SIM 2,microSDHC,HSPA,,Li-Ion 1700 mAh battery,"480 x 800 pixels, 5:3 ratio (~233 ppi density)",,Celkon Millennia Hero,HSDPA 2100,125 x 64 x 11 mm (4.92 x 2.52 x 0.43 in),Accelerometer,"2015, August. Released 2015, August",,2.0,,Yes,Android 5.1 (Lollipop),Quad-core 1.2 GHz,,,microUSB 2.0,,Dual SIM,8GB 1GB RAM,,,113 g (3.99 oz),GSM / HSPA,Celkon,,Wi-Fi 802.11 b/g/n,5 MP,,,FM radio
,,Discontinued,IPS LCD,Yes,https://fdn2.gsmarena.com/vv/bigpic/celkon-q58-xplore.jpg,GPS,,LED flash,"5.0 inches, 68.9 cm2(~64.1% screen-to-body ratio)",No,,Mediatek MT6582M (28 nm),Black/White,Mali-400MP2,Yes,8 MP,,,,,GSM 900 / 1800 - SIM 1 & SIM 2,microSDHC,HSPA 21.1/5.76 Mbps,,Li-Ion 2000 mAh battery,"720 x 1280 pixels, 16:9 ratio (~294 ppi density)",,Celkon Millennia Xplore,HSDPA 2100,145.7 x 73.8 x 7.9 mm (5.74 x 2.91 x 0.31 in),"Accelerometer, proximity","2015, July. Released 2015, July",,"4.0, A2DP",,Yes,Android 5.0 (Lollipop),Quad-core 1.2 GHz Cortex-A7,,,microUSB 2.0,,Dual SIM,8GB 1GB RAM,,,150 g (5.29 oz),GSM / HSPA,Celkon,,"Wi-Fi 802.11 b/g/n, hotspot",13 MP,,,FM radio
,,Discontinued,IPS LCD,Yes,https://fdn2.gsmarena.com/vv/bigpic/celkon-q455.jpg,GPS,,LED flash,"4.5 inches, 55.8 cm2(~60.1% screen-to-body ratio)",No,,,"Black, Red, Yellow",,Yes,3.15 MP,,,,,GSM 900 / 1800 - SIM 1 & SIM 2,microSDHC,HSPA 21.1/5.76 Mbps,,Li-Ion 1800 mAh battery,"480 x 854 pixels, 16:9 ratio (~218 ppi density)",,Celkon Q455L,HSDPA 2100,136.5 x 68 x 7.9 mm (5.37 x 2.68 x 0.31 in),"Accelerometer, proximity","2015, July. Released 2015, July",,"4.0, A2DP",,Yes,Android 5.0 (Lollipop),Quad-core 1.2 GHz,,,microUSB 2.0,,Dual SIM,8GB 1GB RAM,,,130 g (4.59 oz),GSM / HSPA,Celkon,,"Wi-Fi 802.11 b/g/n, hotspot","8 MP, AF",,,FM radio
,,Discontinued,IPS LCD,Yes,https://fdn2.gsmarena.com/vv/bigpic/celkon-2gb-xpress.jpg,GPS,,LED flash,"4.5 inches, 57.6 cm2(~64.9% screen-to-body ratio)",No,,Spreadtrum 7731,Black,Mali-400,Yes,1.3 MP,,,,,GSM 900 / 1800 - SIM 1 & SIM 2,microSDHC,HSPA 21.1/5.76 Mbps,,Li-Ion 1500 mAh battery,"480 x 800 pixels, 5:3 ratio (~207 ppi density)",,Celkon 2GB Xpress,HSDPA 2100,133.5 x 66.5 x 10.1 mm (5.26 x 2.62 x 0.40 in),Accelerometer,"2015, July. Released 2015, July",,"2.1, EDR",,Yes,"Android 4.4.2 (KitKat), upgradable to 5.0 (Lollipop)",Quad-core 1.2 GHz,,,microUSB 2.0,,Dual SIM,16GB 2GB RAM,,,134 g (4.73 oz),GSM / HSPA,Celkon,,"Wi-Fi 802.11 b/g/n, hotspot","5 MP, AF",,,FM radio
,,Discontinued,"TFT, 256K colors",Yes,https://fdn2.gsmarena.com/vv/bigpic/celkon-a35k-remote.jpg,GPS,,LED flash,"3.5 inches, 36.5 cm2(~48.7% screen-to-body ratio)",No,0.56 W/kg (head)     0.40 W/kg (body),,"White, Black, Blue",,Yes,VGA,,,,,GSM 900 / 1800 - SIM 1 & SIM 2,microSDHC,"Yes, 384 kbps",,Li-Ion 1400 mAh battery,"320 x 480 pixels, 3:2 ratio (~165 ppi density)",,Celkon A35k Remote,HSDPA 2100,119 x 63 x 10.7 mm (4.69 x 2.48 x 0.42 in),"Accelerometer, proximity","2015, June. Released 2015, June",,"4.0, A2DP",,Yes,Android 4.4.2 (KitKat),1.0 GHz,,,microUSB 2.0,,Dual SIM,512MB 256MB RAM,,,102 g (3.60 oz),GSM / HSPA,Celkon,,Wi-Fi 802.11 b/g/n,3.15 MP,,,FM radio
,,Discontinued,"TFT, 256K colors",Yes,https://fdn2.gsmarena.com/vv/bigpic/celkon-q3k-power.jpg,GPS,,"LED flash, HDR, panorama","4.0 inches, 45.5 cm2(~55.7% screen-to-body ratio)",No,,Spreadtrum 7731G,"White, black, gold",Mali-400,Yes,1.3 MP,,,,,GSM 900 / 1800 - SIM 1 & SIM 2,microSDHC,"Yes, 384 kbps",,Li-Ion 3000 mAh battery,"480 x 800 pixels, 5:3 ratio (~233 ppi density)",,Celkon Q3K Power,HSDPA 2100,125.8 x 65 x 9.8 mm (4.95 x 2.56 x 0.39 in),Accelerometer,"2015, July. Released 2015, July",,"4.0, A2DP",,Yes,Android 4.4.2 (KitKat),Quad-core 1.2 GHz,,,microUSB 2.0,,Dual SIM,8GB 512MB RAM,,,128 g (4.52 oz),GSM / HSPA,Celkon,,Wi-Fi 802.11 b/g/n,3.15 MP,,,FM radio
,,Discontinued,"TFT, 256K colors",Yes,https://fdn2.gsmarena.com/vv/bigpic/celkon-q5k-power.jpg,GPS,,LED flash,"5.0 inches, 68.9 cm2(~66.0% screen-to-body ratio)",No,0.31 W/kg (head)     0.46 W/kg (body),Spreadtrum 7731,"White, Blue, Silver, Black",Mali-400,Yes,3.15 MP,,,,,GSM 900 / 1800 - SIM 1 & SIM 2,microSDHC,"Yes, 384 kbps",,Li-Ion 5000 mAh battery,"480 x 854 pixels, 16:9 ratio (~196 ppi density)",,Celkon Q5K Power,HSDPA 2100,145 x 72 x 10 mm (5.71 x 2.83 x 0.39 in),"Accelerometer, proximity","2015, June. Released 2015, June",,"4.0, A2DP",,Yes,Android 4.4.2 (KitKat),Quad-core 1.2 GHz,,,microUSB 2.0,,Dual SIM,4GB 512MB RAM,,,169 g (5.96 oz),GSM / HSPA,Celkon,,Wi-Fi 802.11 b/g/n,"5 MP, AF",,,FM radio
,,Discontinued,"TFT, 256K colors",Yes,https://fdn2.gsmarena.com/vv/bigpic/celkon-q452.jpg,GPS,,LED flash,"4.5 inches, 57.6 cm2(~64.9% screen-to-body ratio)",No,0.52 W/kg (head)     0.40 W/kg (body),Spreadtrum 7731,"White, Silver, Black, Brown, Green",Mali-400,Yes,1.3 MP,,,,,GSM 900 / 1800 - SIM 1 & SIM 2,microSDHC,"Yes, 384 kbps",,Li-Ion 1500 mAh battery,"480 x 800 pixels, 5:3 ratio (~207 ppi density)",,Celkon Q452,HSDPA 2100,133.5 x 66.5 x 9.5 mm (5.26 x 2.62 x 0.37 in),Accelerometer,"2015, May. Released 2015, May",,"4.0, A2DP",,Yes,Android 4.4.2 (KitKat),Quad-core 1.2 GHz,,,microUSB 2.0,,Dual SIM,8GB 512MB RAM,,,129 g (4.55 oz),GSM / HSPA,Celkon,,Wi-Fi 802.11 b/g/n,3.15 MP,,,FM radio
,,Discontinued,"TFT, 256K colors",Yes,https://fdn2.gsmarena.com/vv/bigpic/celkon-a402.jpg,GPS,,LED flash,"4.0 inches, 45.5 cm2(~56.7% screen-to-body ratio)",No,0.46 W/kg (head)     0.82 W/kg (body),Spreadtrum 7715,"White, Black, Blue, Silver",Mali-400,Yes,1.3 MP,,,,,GSM 900 / 1800 - SIM 1 & SIM 2,microSDHC,"Yes, 384 kbps",,Li-Ion 2000 mAh battery,"480 x 800 pixels, 5:3 ratio (~233 ppi density)",,Celkon A402,HSDPA 2100,125.5 x 64 x 10.2 mm (4.94 x 2.52 x 0.40 in),Accelerometer,"2015, June. Released 2015, June",,"4.0, A2DP",,Yes,Android 4.4.2 (KitKat),1.2 GHz,,,microUSB 2.0,,Dual SIM,4GB 512MB RAM,,,104 g (3.67 oz),GSM / HSPA,Celkon,,Wi-Fi 802.11 b/g/n,3.15 MP,,,FM radio
,,Discontinued,IPS LCD,Yes,https://fdn2.gsmarena.com/vv/bigpic/celkon-q54-plus.jpg,GPS,,LED flash,"5.0 inches, 68.9 cm2(~65.1% screen-to-body ratio)",No,0.16 W/kg (head)     0.30 W/kg (body),Spreadtrum 7731,"Blue, Brown, White, Silver",Mali-400,Yes,5 MP,,Yes,,,GSM 900 / 1800 - SIM 1 & SIM 2,microSDHC,HSPA,,Li-Ion 2000 mAh battery,"480 x 854 pixels, 16:9 ratio (~196 ppi density)",,Celkon Q54+,HSDPA,145 x 73 x 8.8 mm (5.71 x 2.87 x 0.35 in),Accelerometer,"2015, March. Released 2015, March",,2.0,,Yes,Android 4.4.2 (KitKat),Quad-core 1.2 GHz,,,microUSB,,Dual SIM,8GB 1GB RAM,,,150.6 g (5.33 oz),GSM / HSPA,Celkon,,Wi-Fi 802.11 b/g/n,"5 MP, AF",,Yes,FM radio
,,Discontinued,"TFT, 256K colors",Yes,https://fdn2.gsmarena.com/vv/bigpic/celkon-q519.jpg,GPS,,LED flash,"5.0 inches, 68.9 cm2(~64.8% screen-to-body ratio)",No,0.46 W/kg (head)     0.52 W/kg (body),Spreadtrum 7731,"Black, White, Light Blue, Dark Blue, Green, Red",Mali-400,Yes,2 MP,,Yes,,,GSM 900 / 1800 - SIM 1 & SIM 2,microSDHC,HSPA,,Li-Ion 2000 mAh battery,"480 x 854 pixels, 16:9 ratio (~196 ppi density)",,Celkon Q519,HSDPA,145.2 x 73.2 x 9.4 mm (5.72 x 2.88 x 0.37 in),Accelerometer,"2015, May. Released 2015, May",,2.0,,Yes,Android 4.4.2 (KitKat),Quad-core 1.2 GHz,,,microUSB,,Dual SIM,4GB 512MB RAM,,,169 g (5.96 oz),GSM / HSPA,Celkon,,Wi-Fi 802.11 b/g/n,5 MP,,Yes,FM radio
,,Discontinued,IPS LCD,Yes,https://fdn2.gsmarena.com/vv/bigpic/celkon-q450.jpg,GPS,,LED flash,"4.5 inches, 57.6 cm2(~63.1% screen-to-body ratio)",No,0.74 W/kg (head)     0.67 W/kg (body),Spreadtrum 7731,"Gold, White",Mali-400,Yes,2 MP,,Yes,,,GSM 900 / 1800 - SIM 1 & SIM 2,microSDHC,HSPA,,Li-Ion 1800 mAh battery,"480 x 800 pixels, 5:3 ratio (~207 ppi density)",,Celkon Q450,HSDPA,135 x 67.7 x 9.7 mm (5.31 x 2.67 x 0.38 in),"Accelerometer, proximity","2015, April. Released 2015, April",,2.0,,Yes,Android 4.4.2 (KitKat),Quad-core 1.2 GHz,,,microUSB,,Dual SIM,4GB 512MB RAM,,,147 g (5.19 oz),GSM / HSPA,Celkon,,Wi-Fi 802.11 b/g/n,5 MP,,Yes,FM radio
,,Discontinued,"TFT, 256K colors",Yes,https://fdn2.gsmarena.com/vv/bigpic/celkon-q405.jpg,GPS,,LED flash,"4.0 inches, 45.5 cm2(~57.2% screen-to-body ratio)",No,0.25 W/kg (head)     0.55 W/kg (body),Spreadtrum 7731,"Black, White, Gold, Blue",Mali-400,Yes,1.3 MP,,Yes,,,GSM 900 / 1800 - SIM 1 & SIM 2,microSDHC,HSPA,,Li-Ion 1500 mAh battery,"480 x 800 pixels, 5:3 ratio (~233 ppi density)",,Celkon Q405,HSDPA,124 x 64.2 x 9.9 mm (4.88 x 2.53 x 0.39 in),"Accelerometer, proximity","2015, May. Released 2015, May",,2.0,,Yes,Android 4.4 (KitKat),Quad-core 1.2 GHz,,,microUSB,,Dual SIM,4GB 512MB RAM,,,137 g (4.83 oz),GSM / HSPA,Celkon,,Wi-Fi 802.11 b/g/n,3.15 MP,,Yes,FM radio
,,Discontinued,"TFT, 256K colors",Yes,https://fdn2.gsmarena.com/vv/bigpic/celkon-a518.jpg,GPS,,LED flash,"5.0 inches, 68.9 cm2(~65.1% screen-to-body ratio)",No,0.25 W/kg (head)     0.55 W/kg (body),Spreadtrum 7715,"Blue, White",Mali-400,Yes,1.3 MP,,Yes,,,GSM 900 / 1800 - SIM 1 & SIM 2,microSDHC,HSPA,,Li-Ion 2000 mAh battery,"480 x 854 pixels, 16:9 ratio (~196 ppi density)",,Celkon A518,HSDPA,145 x 73 x 9.8 mm (5.71 x 2.87 x 0.39 in),Accelerometer,"2015, April. Released 2015, April",,2.0,,Yes,Android 4.4.2 (KitKat),1.0 GHz,,,microUSB,,Dual SIM,4GB 512MB RAM,,,164 g (5.78 oz),GSM / HSPA,Celkon,,Wi-Fi 802.11 b/g/n,3.15 MP,,Yes,FM radio
,,Discontinued,"TFT, 256K colors",Yes,https://fdn2.gsmarena.com/vv/bigpic/celkon-a407.jpg,GPS,,LED flash,"4.0 inches, 45.5 cm2(~56.0% screen-to-body ratio)",No,0.80 W/kg (head)     0.88 W/kg (body),RDA 8810P,"Silver, White, Light Blue, Dark Blue, Gold",Mali-400,Yes,1.3 MP,,Yes,,,GSM 900 / 1800 - SIM 1 & SIM 2,microSDHC,HSPA,,Li-Ion 1400 mAh battery,"480 x 800 pixels, 5:3 ratio (~233 ppi density)",,Celkon A407,HSDPA,124.8 x 65.2 x 9.2 mm (4.91 x 2.57 x 0.36 in),Accelerometer,"2015, May. Released 2015, May",,2.0,,Yes,Android 4.2.2 (Jelly Bean),1.0 GHz,,,microUSB,,Dual SIM,512MB 256MB RAM,,,105 g (3.70 oz),GSM / HSPA,Celkon,,Wi-Fi 802.11 b/g/n,2 MP,,Yes,FM radio
No,,Discontinued,"TFT, 256K colors",Yes,https://fdn2.gsmarena.com/vv/bigpic/celkon-a359.jpg,GPS,,LED flash,"3.5 inches, 36.5 cm2(~51.1% screen-to-body ratio)",No,0.49 W/kg (head)     0.84 W/kg (body),Spreadtrum 7715,"Black, Red+Black, Light Blue, Dark Blue, Brown, Silver",Mali-400,Yes,,,Yes,,,GSM 900 / 1800 - SIM 1 & SIM 2,microSDHC,HSPA,,Li-Ion 1200 mAh battery,"320 x 480 pixels, 3:2 ratio (~165 ppi density)",,Celkon A359,HSDPA,114.5 x 62.3 x 10.4 mm (4.51 x 2.45 x 0.41 in),Accelerometer,"2015, May. Released 2015, May",,2.0,,Yes,Android 4.4.2 (KitKat),1.0 GHz,,,microUSB,,Dual SIM,512MB 256MB RAM,,,95.5 g (3.39 oz),GSM / HSPA,Celkon,,Wi-Fi 802.11 b/g/n,2 MP,,Yes,FM radio
,,Discontinued,"TFT, 256K colors",Yes,https://fdn2.gsmarena.com/vv/bigpic/celkon-a355.jpg,GPS,,Dual-LED flash,"3.5 inches, 36.5 cm2(~50.0% screen-to-body ratio)",No,0.49 W/kg (head)     0.84 W/kg (body),Spreadtrum 7715,"Light Blue, Dart Blue, Red, Yellow, White",Mali-400,Yes,VGA,,Yes,,,GSM 900 / 1800 - SIM 1 & SIM 2,microSDHC,HSPA,,Li-Ion 1200 mAh battery,"320 x 480 pixels, 3:2 ratio (~165 ppi density)",,Celkon A355,HSDPA,115.3 x 63.3 x 10.2 mm (4.54 x 2.49 x 0.40 in),Accelerometer,"2015, May. Released 2015, May",,2.0,,Yes,Android 4.4.2 (KitKat),1.0 GHz,,,microUSB,,Dual SIM,512MB 256MB RAM,,,97.5 g (3.46 oz),GSM / HSPA,Celkon,,Wi-Fi 802.11 b/g/n,2 MP,,Yes,FM radio
,,Discontinued,"TFT, 256K colors",Yes,https://fdn2.gsmarena.com/vv/bigpic/celkon-a404.jpg,GPS,,LED flash,"4.0 inches, 45.5 cm2(~56.1% screen-to-body ratio)",No,,,"Black, White",,720p,1.3 MP,,,,,GSM 900 / 1800 - SIM 1 & SIM 2,microSDHC,"Yes, 384 kbps",,"Li-Ion 1500 mAh, removable","480 x 800 pixels, 5:3 ratio (~233 ppi density)",,Celkon Campus Buddy A404,HSDPA 2100,126.5 x 64.2 x 9.8 mm (4.98 x 2.53 x 0.39 in),Accelerometer,"2014, July. Released 2014, July",,2.0,,Yes,Android 4.2.2 (Jelly Bean),Dual-core 1.3 GHz,,,microUSB 2.0,,Dual SIM,4GB 512MB RAM,,,131 g (4.62 oz),GSM / HSPA,Celkon,,Wi-Fi 802.11 b/g/n,3.15 MP,,,FM radio
,,Discontinued,IPS LCD,Yes,https://fdn2.gsmarena.com/vv/bigpic/celkon-millennia-octa510.jpg,GPS,,Dual-LED flash,"5.0 inches, 68.9 cm2(~67.6% screen-to-body ratio)",No,,Mediatek MT6592M (28 nm),White,Mali-450MP4,720p,3.15 MP,,,,,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,microSDHC,HSPA 21.1/5.76 Mbps,,Li-Ion 2000 mAh battery,"720 x 1280 pixels, 16:9 ratio (~294 ppi density)",,Celkon Millennia OCTA510,HSDPA 2100,143.5 x 71 x 9.1 mm (5.65 x 2.80 x 0.36 in),"Accelerometer, proximity","2015, January. Released 2015, January",,"4.0, A2DP",,Yes,Android 4.4.2 (KitKat),Octa-core 1.4 GHz Cortex-A7,,,"microUSB 2.0, OTG",,Dual SIM,8GB 1GB RAM,,,136 g (4.80 oz),GSM / HSPA,Celkon,,"Wi-Fi 802.11 b/g/n, hotspot",8 MP,,,FM radio
eMMC 4.5,,Discontinued,TFT,Yes,https://fdn2.gsmarena.com/vv/bigpic/celkon-win400.jpg,GPS,,LED flash,"4.0 inches, 45.5 cm2(~55.9% screen-to-body ratio)",No,,Qualcomm MSM8212 Snapdragon 200 (28 nm),Black,Adreno 302,720p,1.3 MP,,,,,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,microSDHC,HSPA 21.1/5.76 Mbps,,Li-Ion 1500 mAh battery,"480 x 800 pixels, 5:3 ratio (~233 ppi density)",,Celkon Win 400,HSDPA 2100,125.4 x 65 x 10.3 mm (4.94 x 2.56 x 0.41 in),"Accelerometer, proximity","2014, November. Released 2014, November",,"4.0, A2DP",,Yes,Microsoft Windows Phone 8.1,Quad-core 1.2 GHz Cortex-A7,,,microUSB 2.0,,Dual SIM (Dual stand-by),4GB 512MB RAM,,,120.6 (4.27 oz),GSM / HSPA,Celkon,,"Wi-Fi 802.11 b/g/n, hotspot",5 MP,,,FM radio
,,Discontinued,TFT,Yes,https://fdn2.gsmarena.com/vv/bigpic/celkon-campus-whizz-q42.jpg,GPS,,LED flash,"4.0 inches, 45.5 cm2(~59.3% screen-to-body ratio)",No,0.48 W/kg (head)     0.52 W/kg (body),Mediatek MT6582M (28 nm),Black,Mali-400MP2,Yes,1.3 MP,,,LED flash,,GSM 900 / 1800 - SIM 1 & SIM 2,microSDHC,HSPA,,"Li-Ion 1400 mAh, removable","480 x 800 pixels, 5:3 ratio (~233 ppi density)",,Celkon Campus Whizz Q42,HSDPA 2100,122 x 63 x 9.5 mm (4.80 x 2.48 x 0.37 in),"Accelerometer, proximity","2014, November. Released 2014, November",,2.0,About 80 EUR,Yes,Android 4.4 (KitKat),Quad-core 1.3 GHz Cortex-A7,,,microUSB 2.0,,Dual SIM,4GB 512MB RAM,,,122 g (4.30 oz),GSM / HSPA,Celkon,,"Wi-Fi 802.11 b/g/n, hotspot",5 MP,,,FM radio
,,Discontinued,IPS LCD,Yes,https://fdn2.gsmarena.com/vv/bigpic/celkon-q550.jpg,GPS,,LED flash,"5.5 inches, 83.4 cm2(~72.2% screen-to-body ratio)",No,,Mediatek MT6582 (28 nm),"Black, White",Mali-400MP2,720p,2 MP,,,,,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,microSDXC,HSPA,,Li-Ion 3500 mAh battery,"720 x 1280 pixels, 16:9 ratio (~267 ppi density)",,Celkon Millennia Epic Q550,HSDPA 2100,152 x 76 x 7.9 mm (5.98 x 2.99 x 0.31 in),"Accelerometer, proximity","2014, November. Released 2014, November",,"4.0, A2DP",,Yes,Android 4.4.2 (KitKat),Quad-core 1.3 GHz Cortex-A7,,,microUSB 2.0,,Dual SIM,16GB 1GB RAM,,,143.8 g (5.08 oz),GSM / HSPA,Celkon,,"Wi-Fi 802.11 b/g/n, hotspot",8 MP,,,FM radio
,,Discontinued,TFT,Yes,https://fdn2.gsmarena.com/vv/bigpic/celkon-ct695.jpg,A-GPS,,,"6.95 inches, 135.9 cm2(~72.3% screen-to-body ratio)",No,0.64 W/kg (head)     0.56 W/kg (body),Mediatek MT8312 (28 nm),Black,Mali-400,Yes,Yes,,,,,GSM 900 / 1800 - SIM 1 & SIM 2,microSDHC,"Yes, 384 kbps",,Li-Ion 2500 mAh battery,"600 x 1024 pixels, 16:9 ratio (~171 ppi density)",,Celkon Xion s CT695,HSDPA 2100,180 x 104.4 x 8.6 mm (7.09 x 4.11 x 0.34 in),"Accelerometer, proximity","2014, October. Released 2014, October",,"4.0, A2DP",,Yes,Android 4.4.2 (KitKat),Dual-core 1.2 GHz Cortex-A7,,,"microUSB 2.0, OTG",,Dual SIM,8GB 1GB RAM,,,250 g (8.82 oz),GSM / HSPA,Celkon,,"Wi-Fi 802.11 b/g/n, hotspot",5 MP,,,FM radio
,,Discontinued,TFT,Yes,https://fdn2.gsmarena.com/vv/bigpic/celkon-a401.jpg,GPS,,LED flash,"4.0 inches, 45.5 cm2(~57.0% screen-to-body ratio)",No,0.32 W/kg (head)     0.60 W/kg (body),Spreadtrum SC7715,"Black, White, Blue",Mali-400,Yes,Yes,,,,,GSM 900 / 1800 - SIM 1 & SIM 2,microSDHC,"Yes, 384 kbps",,Li-Ion 1400 mAh battery,"480 x 800 pixels, 5:3 ratio (~233 ppi density)",,Celkon Campus Colt A401,HSDPA 2100,124.9 x 64 x 10.4 mm (4.92 x 2.52 x 0.41 in),"Accelerometer, proximity","2014, October. Released 2014, October",,"4.0, A2DP",,Yes,Android 4.4.2 (KitKat),1.0 GHz,,,microUSB 2.0,,Dual SIM,4GB 512MB RAM,,,-,GSM / HSPA,Celkon,,Wi-Fi 802.11 b/g/n,3.15 MP,,,FM radio
,,Discontinued,IPS LCD,Yes,https://fdn2.gsmarena.com/vv/bigpic/celkon-q40.jpg,GPS,,LED flash,"4.0 inches, 45.5 cm2(~56.1% screen-to-body ratio)",No,,Mediatek MT6582M (28 nm),"Silver, Grey",Mali-400MP2,Yes,Yes,,,,,GSM 900 / 1800 - SIM 1 & SIM 2,microSDHC,"Yes, 384 kbps",,"Li-Ion 1500 mAh, removable","480 x 800 pixels, 5:3 ratio (~233 ppi density)",,Celkon Campus Crown Q40,HSDPA 2100,125.5 x 64.7 x 9.6 mm (4.94 x 2.55 x 0.38 in),"Accelerometer, proximity","2014, October. Released 2014, October",Up to 6 h,"4.0, A2DP",,Yes,Android 4.4 (KitKat),Quad-core 1.3 GHz Cortex-A7,Up to 260 h,,microUSB 2.0,,Dual SIM,4GB 512MB RAM,,,109.3 g (3.84 oz),GSM / HSPA,Celkon,,"Wi-Fi 802.11 b/g/n, hotspot","5 MP, AF",,,FM radio
,,Discontinued,IPS LCD,Yes,https://fdn2.gsmarena.com/vv/bigpic/celkon-q5.jpg,GPS,,LED flash,"5.0 inches, 68.9 cm2(~66.1% screen-to-body ratio)",No,,Mediatek MT6582M (28 nm),"White, Silver, Grey",Mali-400MP2,Yes,1.3 MP,,,,,GSM 900 / 1800 - SIM 1 & SIM 2,microSDHC,"Yes, 384 kbps",,Li-Ion 1800 mAh battery,"540 x 960 pixels, 16:9 ratio (~220 ppi density)",,Celkon Glory Q5,HSDPA 2100,144.7 x 72.1 x 7.4 mm (5.70 x 2.84 x 0.29 in),"Accelerometer, proximity","2014, October. Released 2014, October",Up to 6 h,"4.0, A2DP",,Yes,Android 4.4 (KitKat),Quad-core 1.3 GHz Cortex-A7,Up to 200 h,,microUSB 2.0,,Dual SIM,8GB 1GB RAM,,,156 g (5.50 oz),GSM / HSPA,Celkon,,"Wi-Fi 802.11 b/g/n, hotspot","5 MP, AF",,,FM radio
