Unnamed: 0,Battery (new),Camera,3.5mm jack,Audio quality,EDGE,Video,Status,Single,Infrared port,Models,_6,128GB 6GB RAM,OS,Triple,SAR,Dual,Performance,64GB 4GB RAM,2G bands,Size,_2,Loudspeaker_1,SAR EU,Type,Dimensions,Bluetooth,128GB 8GB RAM,_5,4G bands,Music play,_4,USB,Talk time,Loudspeaker,Radio,512GB 16GB RAM,Video_1,Model Name,Technology,128GB 4GB RAM,Display,Speed,512GB 12GB RAM,5G bands,Model Image,Chipset,SIM,Sensors,Features_1,3G bands,Single_1,Quad,Type_1,Charging,Weight,Stand-by,GPRS,Positioning,Battery (old),256GB 8GB RAM,_1,256GB 12GB RAM,NFC,Brand,1TB 16GB RAM,_7,Build,Resolution,WLAN,Price,Colors,GPU,Internal,Card slot,CPU,Announced,Features,Protection,_3,URL,Image,Network,Launch,Body,Platform,Memory,Main Camera,Selfie camera,Sound,Comms,Battery,Misc,
,,,Yes,,,1080p@30fps,"Available. Released 2022, July 07","16 MP, f/2.0, (wide)",,V2169,,,"Android 12, Funtouch 12",,,"50 MP, f/1.8, 26mm (wide), PDAF2 MP, f/2.4, (macro)",,,GSM 850 / 900 / 1800 / 1900,"6.58 inches, 104.3 cm2(~83.9% screen-to-body ratio)",,,,IPS LCD,164 x 75.8 x 8.3 mm (6.46 x 2.98 x 0.33 in),"5.1, A2DP, LE, aptX HD",,,"1, 2, 3, 4, 5, 7, 8, 20, 28, 38, 40, 41",,,"USB Type-C 2.0, OTG",,Yes,FM radio,,1080p@30fps,vivo Y77,GSM / HSPA / LTE / 5G,,,"HSPA, LTE, 5G",,"1, 3, 28, 40, 41, 78 SA/NSA",https://fdn2.gsmarena.com/vv/bigpic/vivo-y77-5g.jpg,Mediatek Dimensity 810 (6 nm),Nano-SIM + Nano-SIM,"Fingerprint (side-mounted), accelerometer, proximity, compass",,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,,,5000 mAh,18W wired,194 g (6.84 oz),,,"GPS, GLONASS, GALILEO, BDS, QZSS",,,,,No,vivo,,,"Glass front, plastic frame, plastic back","1080 x 2408 pixels, 20:9 ratio (~401 ppi density)","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct",About 190 EUR,"Glowing galaxy, Starlight black",Mali-G57 MC2,"128GB 8GB RAM, 256GB 8GB RAM",microSDXC (uses shared SIM slot),Octa-core (2x2.4 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),"2022, July 04","LED flash, HDR, panorama",,,,,,,,,,,,,,,,
CDMA 800,,,Yes,,,1080p@30fps,Cancelled,"8 MP, f/2.0, (wide)",,V2197A,,,"Android 12, OriginOS Ocean",,,"13 MP, f/2.2, 26mm (wide), PDAF2 MP, f/2.4, (macro)",,,GSM 850 / 900 / 1800 / 1900,"6.51 inches, 102.3 cm2(~82.3% screen-to-body ratio)",UFS 2.1,,,IPS LCD,164 x 75.8 x 8.3 mm (6.46 x 2.98 x 0.33 in),"5.1, A2DP, LE, aptX HD",,,"1, 3, 5, 8, 28, 34, 38, 39, 40, 41",,,"USB Type-C 2.0, OTG",,Yes,Unspecified,,1080p@30fps,vivo iQOO U5e,GSM / CDMA / HSPA / CDMA2000 / LTE / 5G,,,"HSPA, LTE, 5G",,"1, 5, 8, 28, 41, 77, 78 SA/NSA",https://fdn2.gsmarena.com/vv/bigpic/vivo-iqoo-u5e.jpg,Mediatek Dimensity 700 (7 nm),Nano-SIM + Nano-SIM,"Fingerprint (side-mounted), accelerometer, proximity, compass",,HSDPA 850 / 900 / 2100,,,5000 mAh,18W wired,193 g (6.81 oz),,,"GPS, GLONASS, GALILEO, BDS, QZSS",,,CDMA2000 1x,,No,vivo,,,"Glass front, plastic frame, plastic back","720 x 1600 pixels, 20:9 ratio (~270 ppi density)","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct",About 200 EUR,"Blue, Silver",Mali-G57 MC2,"128GB 4GB RAM, 128GB 6GB RAM",microSDXC,Octa-core (2x2.2 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),"2022, June 23","LED flash, HDR, panorama",,,,,,,,,,,,,,,,
UFS 3.1,,Photo/Video,No,,,"4K@30/60fps, 1080p@30/60fps","Available. Released 2022, May 31","16 MP, f/2.0, (wide), 1/3.1"", 1.0µm",Yes,I2126,,,"Android 12, Funtouch 12","64 MP, f/1.9, (wide), 1/1.72"", 0.8µm, PDAF, OIS8 MP, f/2.2, 116˚ (ultrawide), 1/4.0"", 1.12µm2 MP, f/2.4, (macro)",,,"AnTuTu: 627246 (v8), 730223 (v9)GeekBench: 3076 (v5.1)GFXBench: 50fps (ES 3.1 onscreen)",,GSM 850 / 900 / 1800 / 1900,"6.62 inches, 105.8 cm2(~85.2% screen-to-body ratio)",,-25.0 LUFS (Very good),,"AMOLED, 120Hz, HDR10+, 500 nits (typ), 800 nits (HBM), 1300 nits (peak)",163 x 76.2 x 8.5 mm (6.42 x 3.00 x 0.33 in),"5.2, A2DP, LE, aptX HD, aptX Adaptive, aptX Lossless","₹ 22,899",,"1, 3, 4, 5, 8, 38, 40, 41",,,"USB Type-C 2.0, OTG",,"Yes, with stereo speakers",No,,1080p@30fps,vivo iQOO Neo 6,GSM / HSPA / LTE / 5G,,772 nits max brightness (measured),"HSPA, LTE, 5G",,"1, 41, 77, 78 SA/NSA",https://fdn2.gsmarena.com/vv/bigpic/vivo-iqoo-neo6.jpg,Qualcomm SM8250-AC Snapdragon 870 5G (7 nm),Nano-SIM + Nano-SIM,"Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",HDR,HSDPA 850 / 900 / 1700(AWS) / 2100,,,4700 mAh,"80W wired, 50% in 12 min, 100% in 32 min",190 g (6.70 oz),,,"GPS, GLONASS, GALILEO, BDS, QZSS",Endurance rating 97h,,24-bit/192kHz Hi-Res audioSnapdragon Sound,,No,vivo,,,"Glass front, plastic frame, plastic back","1080 x 2400 pixels, 20:9 ratio (~398 ppi density)","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","₹ 22,899","Dark Nova, Cyber Rage",Adreno 650,"128GB 8GB RAM, 256GB 12GB RAM",No,Octa-core (1x3.2 GHz Kryo 585 & 3x2.42 GHz Kryo 585 & 4x1.80 GHz Kryo 585),"2022, May 31","LED flash, HDR, panorama",,,,,,,,,,,,,,,,
CDMA 800,,,Yes,,,1080p@30fps,Cancelled,"8 MP, f/2.0, (wide)",,V2166A,,,"Android 12, OriginOS Ocean",,,"13 MP, f/2.2, 26mm (wide), PDAF2 MP, f/2.4, (macro)",,,GSM 850 / 900 / 1800 / 1900,"6.51 inches, 102.3 cm2(~82.2% screen-to-body ratio)",,,,IPS LCD,164 x 75.9 x 8.5 mm (6.46 x 2.99 x 0.33 in),"5.1, A2DP, LE, aptX HD",,,"1, 3, 5, 8, 28, 34, 38, 39, 40, 41",,,"USB Type-C, OTG",,Yes,Unspecified,,1080p@30fps,vivo Y33e,GSM / CDMA / HSPA / CDMA2000 / LTE / 5G,,,"HSPA, LTE, 5G",,"1, 5, 8, 28, 41, 77, 78 SA/NSA",https://fdn2.gsmarena.com/vv/bigpic/vivo-y33e.jpg,Mediatek Dimensity 700 (7 nm),Nano-SIM + Nano-SIM,"Fingerprint (side-mounted), accelerometer, proximity, compass",,HSDPA 850 / 900 / 2100,,,5000 mAh,10W wired,198 g (6.98 oz),,,"GPS, GLONASS, GALILEO, BDS, QZSS",,,CDMA2000 1x,,No,vivo,,,"Glass front, plastic frame, plastic back","720 x 1600 pixels, 20:9 ratio (~270 ppi density)","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct",About 180 EUR,"Black, Blue",Mali-G57 MC2,128GB 4GB RAM,microSDXC,Octa-core (2x2.2 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),"2022, May 30","LED flash, HDR, panorama",,,,,,,,,,,,,,,,
CDMA 800,,,Yes,,,"4K@30fps, 1080p@30/60fps, gyro-EIS","Available. Released 2022, May 31","16 MP, f/2.0, (wide)",,,,,"Android 12, OriginOS 2.0",,,"50 MP, f/1.8, 26mm (wide), PDAF2 MP, f/2.4, (macro)",,,GSM 850 / 900 / 1800 / 1900,"6.58 inches, 104.3 cm2(~84.5% screen-to-body ratio)",UFS 3.1,,,"IPS LCD, 144Hz, 650 nits (HBM)",163.9 x 75.3 x 9.2 mm (6.45 x 2.96 x 0.36 in),"5.2, A2DP, LE, aptX HD",,,"1, 3, 5, 8, 28, 34, 38, 39, 40, 41",,,"USB Type-C, OTG",,Yes,No,,1080p@30fps,vivo T2x,GSM / CDMA / HSPA / CDMA2000 / LTE / 5G,,,"HSPA, LTE, 5G",,"1, 5, 8, 28, 41, 77, 78 SA/NSA",https://fdn2.gsmarena.com/vv/bigpic/vivo-t2x.jpg,Mediatek Dimensity 1300 (6 nm),Nano-SIM + Nano-SIM,"Fingerprint (side-mounted), accelerometer, gyro, proximity, compass",,HSDPA 850 / 900 / 2100,,,6000 mAh,44W wired,202.8 g (7.16 oz),,,"GPS, GLONASS, GALILEO, BDS, QZSS",,,CDMA2000 1x,,Yes,vivo,,,"Glass front, plastic frame, plastic back","1080 x 2408 pixels, 20:9 ratio (~401 ppi density)","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct",About 220 EUR,"Black, Blue",Mali-G77 MC9,"128GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM",No,Octa-core (1x3.0 GHz Cortex-A78 & 3x2.6 GHz Cortex-A78 & 4x2.0 GHz Cortex-A55),"2022, May 30","Dual-LED dual-tone flash, HDR, panorama",,,,,,,,,,,,,,,,
CDMA 800,,,Yes,,,1080p@30fps,"Available. Released 2022, May 23","8 MP, f/1.8, (wide)",,V2164A,,,"Android 11, OriginOS 11",,,"50 MP, f/1.8, 26mm (wide), PDAF2 MP, f/2.4, (macro)",,,GSM 850 / 900 / 1800 / 1900,"6.58 inches, 104.3 cm2(~84.5% screen-to-body ratio)",UFS 2.1,,,IPS LCD,163.9 x 75.3 x 9.2 mm (6.45 x 2.96 x 0.36 in),"5.1, A2DP, LE, aptX HD",,,"1, 3, 4, 5, 8, 28, 34, 38, 39, 40, 41",,,"USB Type-C, OTG",,Yes,,,1080p@30fps,vivo Y72t,GSM / CDMA / HSPA / CDMA2000 / LTE / 5G,,,"HSPA, LTE, 5G",,"1, 5, 8, 28, 41, 77, 78 SA/NSA",https://fdn2.gsmarena.com/vv/bigpic/vivo-y72t.jpg,Mediatek Dimensity 700 (7 nm),Nano-SIM + Nano-SIM,"Fingerprint (side-mounted), accelerometer, proximity, compass",,HSDPA 850 / 900 / 1700(AWS) / 2100,,,6000 mAh,18W wired,199.8 g (7.05 oz),,,"GPS, GLONASS, GALILEO, BDS, QZSS",,,CDMA2000 1x,,No,vivo,,,"Glass front, plastic frame, plastic back","1080 x 2408 pixels, 20:9 ratio (~401 ppi density)","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct",About 200 EUR,"Black, Blue, Pink",Mali-G57 MC2,"128GB 8GB RAM, 256GB 8GB RAM",No,Octa-core (2x2.2 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),"2022, May 23","LED flash, HDR, panorama",,,,,,,,,,,,,,,,
CDMA 800,,,Yes,,,"4K@30fps, 1080p@30fps",Cancelled,"16 MP, f/2.0, (wide)",Yes,V2199GA,,,"Android 12, OriginOS Ocean","64 MP, f/1.9, (wide), PDAF, OIS8 MP, f/2.2, 116˚ (ultrawide)2 MP, f/2.4, (macro)",,,,,GSM 850 / 900 / 1800 / 1900,"6.62 inches, 105.8 cm2(~85.2% screen-to-body ratio)",UFS 3.1,,,"AMOLED, 120Hz, HDR10+, 1300 nits (peak)",163 x 76.2 x 8.5 mm (6.42 x 3.00 x 0.33 in),"5.2, A2DP, LE, aptX HD, aptX Adaptive",,,"1, 3, 4, 5, 8, 28, 34, 38, 39, 40, 41",,,"USB Type-C 2.0, OTG",,"Yes, with dual speakers",No,,1080p@30fps,vivo T2 (China),GSM / CDMA / HSPA / CDMA2000 / LTE / 5G,,,"HSPA, LTE, 5G",,"1, 5, 8, 28, 41, 77, 78 SA/NSA",https://fdn2.gsmarena.com/vv/bigpic/vivo-t2.jpg,Qualcomm SM8250-AC Snapdragon 870 5G (7 nm),Nano-SIM + Nano-SIM,"Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",HDR,HSDPA 850 / 900 / 1700(AWS) / 2100,,,4700 mAh,80W wired,190 g (6.70 oz),,,"GPS, GLONASS, GALILEO, BDS, QZSS",,,CDMA2000 1x,,Yes,vivo,,,,"1080 x 2400 pixels, 20:9 ratio (~398 ppi density)","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct",,"Black, Mint",Adreno 650,"128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM",No,Octa-core (1x3.2 GHz Kryo 585 & 3x2.42 GHz Kryo 585 & 4x1.80 GHz Kryo 585),"2022, May 23","LED flash, HDR, panorama",,24-bit/192kHz Hi-Res audio,,,,,,,,,,,,,,
24-bit/192kHz Hi-Res audio,,,No,,,"1080p@30fps, gyro-EIS","Available. Released 2022, May 21","44 MP, f/2.0, (wide), AF",,,,,"Android 12, Funtouch 12","50 MP, f/1.8, 26mm (wide), PDAF8 MP, f/2.2, 120˚, 16mm (ultrawide), 1/4.0"", 1.12µm2 MP, f/2.4, (macro)",1.03 W/kg (head)     0.66 W/kg (body),,,,GSM 850 / 900 / 1800 / 1900,"6.44 inches, 100.1 cm2(~83.8% screen-to-body ratio)",,,,AMOLED,160.9 x 74.3 x 7.4 mm (6.33 x 2.93 x 0.29 in),"5.2, A2DP, LE",,,"1, 3, 5, 8, 38, 40, 41",,,"USB Type-C, OTG",,Yes,FM radio,,"1080p@30fps, gyro-EIS",vivo Y75,GSM / HSPA / LTE,,,"HSPA, LTE",,,https://fdn2.gsmarena.com/vv/bigpic/vivo-y75.jpg,Mediatek MT6781 Helio G96 (12 nm),Nano-SIM + Nano-SIM,"Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",HDR,HSDPA 850 / 900 / 2100,,,4050 mAh,"44W wired, 65% in 30 min",172 g (6.07 oz),,,"GPS, GLONASS, GALILEO, BDS",,,,,No,vivo,,,"Glass front, glass back","1080 x 2400 pixels, 20:9 ratio (~409 ppi density)","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct",About 240 EUR,"Moonlight Shadow, Dancing Waves",Mali-G57 MC2,128GB 8GB RAM,microSDXC (uses shared SIM slot),Octa-core (2x2.05 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),"2022, May 21","Dual-LED dual-tone flash, HDR, panorama",,,,,,,,,,,,,,,,
CDMA 800,,,No,,,"4K@30fps, 1080p@30fps","Available. Released 2022, May 27","32 MP, f/2.5, (wide), AF",,V2207A,,,"Android 12, OriginOS Ocean","50 MP, f/1.9, 24mm (wide), 1/1.56"", 1.0µm, PDAF, OIS12 MP, f/2.2, 16mm, 116˚ (ultrawide)2 MP, f/2.4, (depth)",,,,,GSM 850 / 900 / 1800 / 1900,"6.56 inches, 104.6 cm2(~89.6% screen-to-body ratio)",UFS 3.1,,,"AMOLED, 120Hz, HDR10+, 1500 nits (peak)",158.9 x 73.5 x 8.6 mm (6.26 x 2.89 x 0.34 in),"5.3, A2DP, LE, aptX HD",,,"1, 2, 3, 4, 5, 7, 8, 28, 34, 38, 39, 40, 41",,,"USB Type-C 2.0, OTG",,"Yes, with dual speakers (closed type)",No,,1080p@30fps,vivo S15 Pro,GSM / CDMA / HSPA / CDMA2000 / LTE / 5G,,,"HSPA, LTE, 5G",,"1, 3, 5, 8, 28, 41, 77, 78 SA/NSA",https://fdn2.gsmarena.com/vv/bigpic/vivo-s15-pro.jpg,Mediatek Dimensity 8100 (5 nm),Nano-SIM + Nano-SIM,"Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",HDR,HSDPA 850 / 900 / 1700(AWS) / 2100,,,4500 mAh,"80W wired, 70% in 18 min",188 g (6.63 oz),,,"GPS, GLONASS, GALILEO, BDS, QZSS",,,CDMA2000 1x,,Yes,vivo,,,,1080 x 2376 pixels (~398 ppi density),"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct",About 480 EUR,"Blue, Black",Mali-G610 MC6,"256GB 8GB RAM, 256GB 12GB RAM",No,Octa-core (4x2.85 GHz Cortex-A78 & 4x2.0 GHz Cortex-A55),"2022, May 19","Color spectrum sensor, LED flash, HDR, panorama",,24-bit/192kHz Hi-Res audio,,,,,,,,,,,,,,
CDMA 800,,,No,,,"4K@30fps, 1080p@30fps","Available. Released 2022, May 27","32 MP, f/2.0, (wide)",,V2203A,,,"Android 12, OriginOS Ocean","64 MP, f/1.9, 25mm (wide), 1/1.72"", PDAF, OIS8 MP, f/2.2, 16mm, 120˚ (ultrawide)2 MP, f/2.4, (macro)",,,,,GSM 850 / 900 / 1800 / 1900,"6.62 inches, 105.8 cm2(~88.4% screen-to-body ratio)",UFS 3.1,,,"AMOLED, 120Hz, HDR10+, 1300 nits (peak)",161.1 x 74.3 x 8 mm (6.34 x 2.93 x 0.31 in),"5.2, A2DP, LE, aptX HD, aptX Adaptive",,,"1, 2, 3, 4, 5, 7, 8, 19, 28, 34, 38, 39, 40, 41",,,"USB Type-C 2.0, OTG",,Yes,No,,1080p@30fps,vivo S15,GSM / CDMA / HSPA / CDMA2000 / LTE / 5G,,,"HSPA, LTE, 5G",,"1, 3, 5, 8, 28, 41, 77, 78 SA/NSA",https://fdn2.gsmarena.com/vv/bigpic/vivo-s15.jpg,Qualcomm SM8250-AC Snapdragon 870 5G (7 nm),Nano-SIM + Nano-SIM,"Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",HDR,HSDPA 850 / 900 / 1700(AWS) / 2100,,,4500 mAh,"66W wired, 50% in 18 min",197 g (6.95 oz),,,"GPS, GLONASS, GALILEO, BDS, QZSS",,,CDMA2000 1x,,Yes,vivo,,,,"1080 x 2400 pixels, 20:9 ratio (~398 ppi density)","Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct",About 380 EUR,"Blue, Black, Yellow",Adreno 650,"128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM",No,Octa-core (1x3.2 GHz Kryo 585 & 3x2.42 GHz Kryo 585 & 4x1.80 GHz Kryo 585),"2022, May 19","Dual-LED dual-tone flash, HDR, panorama",,24-bit/192kHz Hi-Res audio,,,,,,,,,,,,,,
CDMA 800,,,No,,,"4K@30fps, 1080p@30fps","Available. Released 2022, May 11","16 MP, f/2.0, (wide), 1/3.1"", 1.0µm",,V2199A,,,"Android 12, OriginOS Ocean","64 MP, f/1.9, (wide), 1/1.72"", 0.8µm, PDAF, OIS8 MP, f/2.2, 116˚ (ultrawide), 1/4.0"", 1.12µm2 MP, f/2.4, (macro)",,,,,GSM 850 / 900 / 1800 / 1900,"6.62 inches, 105.8 cm2(~85.2% screen-to-body ratio)",UFS 3.1,,,"AMOLED, 120Hz, HDR10+, 500 nits (typ), 800 nits (HBM), 1300 nits (peak)",163 x 76.2 x 8.5 mm (6.42 x 3.00 x 0.33 in),"5.2, A2DP, LE, aptX HD, aptX Adaptive",,,"1, 3, 4, 5, 8, 28, 34, 38, 39, 40, 41",,,"USB Type-C 2.0, OTG",,"Yes, with stereo speakers",No,,1080p@30fps,vivo iQOO Neo6 SE,GSM / CDMA / HSPA / CDMA2000 / LTE / 5G,,,"HSPA, LTE, 5G",,"1, 5, 8, 28, 41, 77, 78 SA/NSA",https://fdn2.gsmarena.com/vv/bigpic/vivo-iqoo-neo6-se.jpg,Qualcomm SM8250-AC Snapdragon 870 5G (7 nm),Nano-SIM + Nano-SIM,"Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",HDR,HSDPA 850 / 900 / 1700(AWS) / 2100,,,4700 mAh,"80W wired, 50% in 12 min, 100% in 32 min",190 g (6.70 oz),,,"GPS, GLONASS, GALILEO, BDS, QZSS",,,CDMA2000 1x,,Yes,vivo,,,"Glass front, plastic frame, plastic back","1080 x 2400 pixels, 20:9 ratio (~398 ppi density)","Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct",About 290 EUR,"Blue, Orange, Gradient",Adreno 650,"128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM, 512GB 12GB RAM",No,Octa-core (1x3.2 GHz Kryo 585 & 3x2.42 GHz Kryo 585 & 4x1.80 GHz Kryo 585),"2022, May 06","LED flash, HDR, panorama",,24-bit/192kHz Hi-Res audio,,,,,,,,,,,,,,
24-bit/192kHz Hi-Res audio,,,No,,,"1080p@30fps, gyro-EIS","Available. Released 2022, May 07","16 MP, f/2.0, (wide)",,V2151,,,"Android 12, Funtouch 12","64 MP, f/1.8, 26mm (wide), PDAF8 MP, f/2.2, 117˚ (ultrawide)2 MP, f/2.4, (macro)",,,,,GSM 850 / 900 / 1800 / 1900,"6.44 inches, 100.0 cm2(~85.1% screen-to-body ratio)",,,,"AMOLED, HDR10+, 1300 nits (peak)",159.7 x 73.6 x 8.5 mm (6.29 x 2.90 x 0.33 in),"5.2, A2DP, LE",,,"1, 3, 5, 8, 38, 40, 41",,,"USB Type-C 2.0, OTG",,Yes,No,,1080p@30fps,vivo T1 Pro,GSM / HSPA / LTE / 5G,,,"HSPA, LTE, 5G",,"1, 3, 5, 8, 41, 77, 78 SA/NSA",https://fdn2.gsmarena.com/vv/bigpic/vivo-t1-5g-778g.jpg,Qualcomm SM7325 Snapdragon 778G 5G (6 nm),Nano-SIM + Nano-SIM,"Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",,HSDPA 850 / 900 / 2100,,,4700 mAh,"66W wired, 50% in 18 min",180.3 g (6.35 oz),,,"GPS, GLONASS, GALILEO, BDS",,,,,No,vivo,,,"Glass front, plastic frame, plastic back","1080 x 2404 pixels, 20:9 ratio (~409 ppi density)","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct",About 300 EUR,"Turbo Black, Turbo Cyan",Adreno 642L,"128GB 6GB RAM, 128GB 8GB RAM",No,Octa-core (1x2.4 GHz Cortex-A78 & 3x2.2 GHz Cortex-A78 & 4x1.9 GHz Cortex-A55),"2022, May 04","Dual-LED dual-tone flash, HDR, panorama",,,,,,,,,,,,,,,,
24-bit/192kHz Hi-Res audio,,,Yes,,,"1080p@30fps, gyro-EIS","Available. Released 2022, May 20","16 MP, f/2.0, (wide)",,V2153,,,"Android 12, Funtouch 12","50 MP, f/1.8, (wide), 1/2.76"", 0.64µm, PDAF2 MP, f/2.4, (macro)2 MP, f/2.4, (depth)",,,,,GSM 850 / 900 / 1800 / 1900,"6.44 inches, 100.1 cm2(~84.4% screen-to-body ratio)",,,,AMOLED,160.8 x 73.8 x 8.4 mm (6.33 x 2.91 x 0.33 in),"5.0, A2DP, LE",,,"1, 3, 5, 8, 38, 40, 41",,,"USB Type-C 2.0, OTG",,Yes,FM radio,,1080p@30fps,vivo T1 (Snapdragon 680),GSM / HSPA / LTE,,,"HSPA, LTE",,,https://fdn2.gsmarena.com/vv/bigpic/vivo-t1-sndrgn680.jpg,Qualcomm SM6225 Snapdragon 680 4G (6 nm),Nano-SIM + Nano-SIM,"Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",,HSDPA 850 / 900 / 2100,,,5000 mAh,"44W wired, 50% in 28 min",182 g (6.42 oz),,,"GPS, GLONASS, GALILEO, BDS, QZSS",,,,,No,vivo,,,"Glass front, plastic frame, plastic back","1080 x 2400 pixels, 20:9 ratio (~409 ppi density)","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct",About 190 EUR,"Midnight Galaxy, Starry Sky, Ice Dawn",Adreno 610,"128GB 4GB RAM, 128GB 6GB RAM, 128GB 8GB RAM",microSDXC (dedicated slot),Octa-core (4x2.4 GHz Kryo 265 Gold & 4x1.9 GHz Kryo 265 Silver),"2022, May 04","LED flash, HDR, panorama",,,,,,,,,,,,,,,,
24-bit/192kHz Hi-Res audio,,,No,,,"4K@30fps, 1080p@30/60fps, gyro-EIS","Available. Released 2022, May 03","16 MP, f/2.0, (wide)",,,,,"Android 12, Funtouch 12","64 MP, f/1.8, 26mm (wide), PDAF8 MP, f/2.2, 117˚ (ultrawide)2 MP, f/2.4, (macro)",,,,,GSM 850 / 900 / 1800 / 1900,"6.44 inches, 100.0 cm2(~85.1% screen-to-body ratio)",,,,"AMOLED, 90Hz, HDR10+, 1300 nits (peak)",159.7 x 73.6 x 8.5 mm (6.29 x 2.90 x 0.33 in),"5.2, A2DP, LE",,,"1, 3, 5, 8, 38, 40, 41",,,"USB Type-C 2.0, OTG",,Yes,No,,1080p@30fps,vivo iQOO Z6 Pro,GSM / HSPA / LTE / 5G,,,"HSPA, LTE, 5G",,"1, 3, 5, 8, 41, 77, 78 SA/NSA",https://fdn2.gsmarena.com/vv/bigpic/vivo-iqoo-z6-pro.jpg,Qualcomm SM7325 Snapdragon 778G 5G (6 nm),Nano-SIM + Nano-SIM,"Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",,HSDPA 850 / 900 / 2100,,,4700 mAh,"66W wired, 50% in 18 min",180 g (6.35 oz),,,"GPS, GLONASS, GALILEO, BDS",,,,,No,vivo,,,"Glass front, plastic frame, plastic back","1080 x 2404 pixels, 20:9 ratio (~409 ppi density)","Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct",About 300 EUR,"Phantom Dusk, Legion Sky",Adreno 642L,"128GB 6GB RAM, 128GB 8GB RAM, 256GB 12GB RAM",No,Octa-core (1x2.4 GHz Cortex-A78 & 3x2.2 GHz Cortex-A78 & 4x1.9 GHz Cortex-A55),"2022, April 27","Dual-LED dual-tone flash, HDR, panorama",Panda Glass,,,,,,,,,,,,,,,
24-bit/192kHz Hi-Res audio,,,Yes,,,"1080p@30fps, gyro-EIS","Available. Released 2022, July 02","16 MP, f/2.0, (wide)",,,,,"Android 12, Funtouch 12","50 MP, f/1.8, (wide), 1/2.76"", 0.64µm, PDAF2 MP, f/2.4, (macro)2 MP, f/2.4, (depth)",,,,,GSM 850 / 900 / 1800 / 1900,"6.44 inches, 100.1 cm2(~84.4% screen-to-body ratio)",,,,AMOLED,160.8 x 73.8 x 8.4 mm (6.33 x 2.91 x 0.33 in),"5.0, A2DP, LE",,,"1, 3, 5, 8, 40",,,"USB Type-C 2.0, OTG",,Yes,FM radio,,1080p@30fps,vivo Y55,GSM / HSPA / LTE,,,"HSPA, LTE",,,https://fdn2.gsmarena.com/vv/bigpic/vivo-y55-pk.jpg,Qualcomm SM6225 Snapdragon 680 4G (6 nm),Nano-SIM + Nano-SIM,"Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",,HSDPA 850 / 900 / 2100,,,5000 mAh,"44W wired, 50% in 27 min",182 g (6.42 oz),,,"GPS, GLONASS, GALILEO, BDS",,,,,No,vivo,,,"Glass front, plastic frame, plastic back","1080 x 2400 pixels, 20:9 ratio (~409 ppi density)","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct",About 250 EUR,"Midnight Galaxy, Ice Dawn",Adreno 610,128GB 8GB RAM,microSDXC (dedicated slot),Octa-core (4x2.4 GHz Kryo 265 Gold & 4x1.9 GHz Kryo 265 Silver),"2022, July 02","LED flash, HDR, panorama",Schott Xensation glass,,,,,,,,,,,,,,,
